age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,0.0,0,3,-3,NHL,5,0,1992-93,0,11,0,,0,2,,NJD,3
20,,6.9,1,2,-1,NHL,20,0,1993-94,0,29,2,,1,8,,NJD,4
21,SC,7.5,2,7,11,NHL,0,0,1994-95,1,53,4,,2,10,,NJD,11
23,,5.9,0,4,0,NHL,10,0,1996-97,1,34,2,,2,6,,NJD,6
24,,0.0,0,2,0,NHL,6,0,1997-98,0,15,0,,0,4,,NJD,2
25,,7.7,0,3,-5,NHL,7,0,1998-99,0,13,1,178,1,18,,NJD,4
26,SC,12.5,3,2,5,NHL,22,0,1999-00,1,40,5,560,0,10,,NJD,7
27,,0.0,0,6,7,NHL,21,0,2000-01,0,29,0,502,0,14,,NJD,6
28,,0.0,0,2,-1,NHL,6,0,2001-02,0,6,0,160,0,6,,NJD,2
29,SC,5.0,1,0,11,NHL,0,0,2002-03,0,40,2,627,1,16,,NJD,0
30,,8.3,1,0,-5,NHL,5,0,2003-04,0,12,1,137,0,6,,NJD,1
32,,4.2,0,9,1,NHL,16,1,2005-06,1,48,2,462,1,14,,MDA,11
33,SC,7.1,2,8,2,NHL,0,0,2006-07,2,42,3,627,1,26,,ANA,11
34,,0.0,0,2,-2,NHL,6,0,2007-08,0,7,0,146,0,4,16,ANA,2
35,,9.4,0,7,0,NHL,13,0,2008-09,2,32,3,342,3,11,56,ANA,10
