assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Regina Pats,3,1994-95,4,4,0,17,0,WHL
5,Regina Pats,4,1995-96,11,9,23,18,0,WHL
2,Regina Pats,3,1996-97,5,5,10,19,0,WHL
2,Regina Pats,2,1997-98,2,4,10,20,0,WHL
0,Syracuse Crunch,1,1999-00,4,1,10,22,0,AHL
1,Manitoba Moose,1,2001-02,7,2,4,24,0,AHL
1,HPK Hameenlinna,6,2004-05,10,7,12,27,0,Finland
5,HC Fribourg-Gotteron,3,2005-06,9,8,53,28,0,Swiss
3,HC Fribourg-Gotteron,1,2006-07,4,4,10,29,0,Swiss
3,SCL Tigers Langnau,3,2006-07,6,6,6,29,0,Swiss
9,SCL Tigers Langnau,1,2007-08,7,10,55,30,0,Swiss
3,EV Zug,1,2008-09,10,4,20,31,0,Swiss
10,EV Zug,5,2009-10,13,15,14,32,0,Swiss
3,EV Zug,1,2010-11,6,4,4,33,0,Swiss
6,EV Zug,5,2011-12,9,11,4,34,0,Swiss
11,EV Zug,6,2012-13,14,17,12,35,0,Swiss
