year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,17,0,2,5,0,OHL,8,Brantford Alexanders,5
1983-84,18,4,2,0,0,OHL,6,Brantford Alexanders,4
1984-85,19,9,14,10,0,OHL,17,Hamilton Steelhawks,19
1986-87,21,7,27,4,0,AHL,13,Binghamton Whalers,11
1991-92,26,4,4,9,0,Germany,5,ESV Kaufbeuren,13
1992-93,27,3,48,5,0,Swiss,7,EHC Chur,8
1994-95,29,6,24,5,0,Germany,9,EC Kassel Huskies,11
1995-96,30,3,8,5,0,Germany,8,EC Kassel Huskies,8
1996-97,31,2,6,1,0,Germany,10,Kassel Huskies,3
1997-98,32,2,2,3,0,Germany,7,Frankfurt Lions,5
1998-99,33,0,6,1,0,German-2,4,GEC Nordhorn,1
1999-00,34,23,56,16,0,German-2,23,Hamburg Crocodiles,39
2000-01,35,4,31,1,0,German-3,5,Hamburg Crocodiles,5
2001-02,36,10,4,1,0,OHA-Sr.,7,Dundas Real McCoys,11
2001-02,36,3,6,2,0,German-2,6,REV Bremerhaven,5
2002-03,37,2,2,4,0,OHA-Sr.,6,Dundas Real McCoys,6
