year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,18,0,0,0,0,Sweden,3,AIK Solna,0
1992-93,18,2,0,0,0,EJC-A,6,Sweden,2
1993-94,19,1,0,4,0,Sweden-2,33,AIK Solna,5
1993-94,19,5,4,0,0,WJC-A,7,Sweden,5
1994-95,20,8,26,4,0,Sweden,37,AIK Solna,12
1994-95,20,2,4,2,0,WJC-A,7,Sweden,4
1995-96,21,0,32,5,0,Sweden,40,AIK Solna,5
1996-97,22,5,38,3,0,Sweden,49,AIK Solna,8
1997-98,23,2,30,12,0,Sweden,45,AIK Solna,14
1998-99,24,9,36,14,0,Sweden,47,AIK Solna,23
1999-00,25,7,20,15,0,Sweden,42,AIK Solna,22
2000-01,26,10,28,18,0,Sweden,50,AIK Solna,28
2001-02,27,0,2,2,3,AHL,9,Bridgeport Sound Tigers,2
2002-03,28,1,0,3,4,WC-A,9,Sweden,4
2003-04,29,4,6,2,7,WC-A,9,Sweden,6
2004-05,30,0,0,0,-4,W-Cup,2,Sweden,0
2004-05,30,7,46,18,0,Sweden,50,Sodertalje SK,25
2006-07,32,3,90,26,0,Swiss,44,HC Lugano,29
2006-07,32,1,14,8,0,WC-A,9,Sweden,9
2008-09,34,9,68,23,0,Sweden-2,38,AIK IF Solna,32
2008-09,34,2,16,1,3,WC-A,8,Sweden,3
