goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
1.8,0,NHL,10,MDA,543,28,4,0,0,24,0,0,1,0,3,0,0,0,0,.909,1993-94,265,2.65,0,[],241
2.1,0,NHL,18,MDA,810,29,7,110,0,49,0,-4.46,1,0,4,0,0,0,0,.891,1994-95,448,3.63,2,[],399
4.2,0,NHL,30,MDA,1637,30,16,103,2,85,0,-2.31,3,0,7,2,0,0,0,.896,1995-96,814,3.12,2,[],729
2.9,0,NHL,24,MDA,1079,31,8,101,0,52,0,-0.65,1,2,7,0,0,0,0,.904,1996-97,539,2.89,4,[],487
4.7,0,NHL,40,MDA,2049,32,18,114,1,110,0,-13.33,5,1,13,1,0,0,0,.893,1997-98,1031,3.22,0,[],921
4.3,0,NHL,38,TOT,2062,33,19,110,0,90,0,-8.30,4,3,13,0,0,0,0,.898,1998-99,886,2.62,2,[],796
3.6,0,NHL,34,EDM,1819,33,17,112,0,81,0,-8.89,3,3,12,0,0,0,0,.896,1998-99,782,2.67,2,[],701
0.7,0,NHL,4,PHX,243,33,2,0,0,9,0,0,1,0,1,0,0,0,0,.913,1998-99,104,2.22,0,[],95
4.6,0,NHL,30,TOT,1786,34,10,99,3,70,0,0.65,4,2,15,3,0,0,0,.905,1999-00,739,2.35,4,[],669
2.2,0,NHL,15,PHX,904,34,6,102,3,36,0,-0.62,2,2,7,3,0,0,0,.903,1999-00,370,2.39,2,[],334
2.4,0,NHL,15,FLA,882,34,4,96,0,34,0,1.28,2,0,8,0,0,0,0,.908,1999-00,369,2.31,2,[],335
