points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
0,"[{'link': '/coaches/yeomi99c.html', 'name': 'M. Yeo'}]",NHL,STL,2017-18,0,0,0,St. Louis Blues,0,,0,0,
99,"[{'link': '/coaches/hitchke99c.html', 'name': 'K. Hitchcock'}, {'link': '/coaches/yeomi99c.html', 'name': 'M. Yeo'}]",NHL,STL,2016-17,46,29,7,St. Louis Blues,.604,Lost NHL Second Round,0,82,3rd
107,"[{'link': '/coaches/hitchke99c.html', 'name': 'K. Hitchcock'}]",NHL,STL,2015-16,49,24,9,St. Louis Blues,.652,Lost NHL Conference Finals,0,82,2nd
109,"[{'link': '/coaches/hitchke99c.html', 'name': 'K. Hitchcock'}]",NHL,STL,2014-15,51,24,7,St. Louis Blues,.665,Lost NHL First Round,0,82,1st
111,"[{'link': '/coaches/hitchke99c.html', 'name': 'K. Hitchcock'}]",NHL,STL,2013-14,52,23,7,St. Louis Blues,.677,Lost NHL First Round,0,82,2nd
60,"[{'link': '/coaches/hitchke99c.html', 'name': 'K. Hitchcock'}]",NHL,STL,2012-13,29,17,2,St. Louis Blues,.625,Lost NHL Conference Quarter-Finals,0,48,2nd
109,"[{'link': '/coaches/payneda01c.html', 'name': 'D. Payne'}, {'link': '/coaches/hitchke99c.html', 'name': 'K. Hitchcock'}]",NHL,STL,2011-12,49,22,11,St. Louis Blues,.665,Lost NHL Conference Semi-Finals,0,82,1st
87,"[{'link': '/coaches/payneda01c.html', 'name': 'D. Payne'}]",NHL,STL,2010-11,38,33,11,St. Louis Blues,.530,,0,82,4th
90,"[{'link': '/coaches/murraan99c.html', 'name': 'A. Murray'}, {'link': '/coaches/payneda01c.html', 'name': 'D. Payne'}]",NHL,STL,2009-10,40,32,10,St. Louis Blues,.549,,0,82,4th
92,"[{'link': '/coaches/murraan99c.html', 'name': 'A. Murray'}]",NHL,STL,2008-09,41,31,10,St. Louis Blues,.561,Lost NHL Conference Quarter-Finals,0,82,3rd
79,"[{'link': '/coaches/murraan99c.html', 'name': 'A. Murray'}]",NHL,STL,2007-08,33,36,13,St. Louis Blues,.482,,0,82,5th
81,"[{'link': '/coaches/kitchmi01c.html', 'name': 'M. Kitchen'}, {'link': '/coaches/murraan99c.html', 'name': 'A. Murray'}]",NHL,STL,2006-07,34,35,13,St. Louis Blues,.494,,0,82,3rd
57,"[{'link': '/coaches/kitchmi01c.html', 'name': 'M. Kitchen'}]",NHL,STL,2005-06,21,46,15,St. Louis Blues,.348,,0,82,5th
91,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}, {'link': '/coaches/kitchmi01c.html', 'name': 'M. Kitchen'}]",NHL,STL,2003-04,39,30,2,St. Louis Blues,.555,Lost NHL Conference Quarter-Finals,11,82,2nd
99,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,STL,2002-03,41,24,6,St. Louis Blues,.604,Lost NHL Conference Quarter-Finals,11,82,2nd
98,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,STL,2001-02,43,27,4,St. Louis Blues,.598,Lost NHL Conference Semi-Finals,8,82,2nd
103,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,STL,2000-01,43,22,5,St. Louis Blues,.628,Lost NHL Conference Finals,12,82,2nd
114,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,STL,1999-00,51,19,1,St. Louis Blues,.695,Lost NHL Conference Quarter-Finals,11,82,1st
87,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,STL,1998-99,37,32,0,St. Louis Blues,.530,Lost NHL Conference Semi-Finals,13,82,2nd
98,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,STL,1997-98,45,29,0,St. Louis Blues,.598,Lost NHL Conference Semi-Finals,8,82,3rd
83,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}, {'link': '/coaches/roberji01c.html', 'name': 'J. Roberts'}, {'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,STL,1996-97,36,35,0,St. Louis Blues,.506,Lost NHL Conference Quarter-Finals,11,82,4th
80,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}]",NHL,STL,1995-96,32,34,0,St. Louis Blues,.488,Lost NHL Conference Semi-Finals,16,82,4th
61,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}]",NHL,STL,1994-95,28,15,0,St. Louis Blues,.635,Lost NHL Conference Quarter-Finals,5,48,2nd
91,"[{'link': '/coaches/berrybo01c.html', 'name': 'B. Berry'}]",NHL,STL,1993-94,40,33,0,St. Louis Blues,.542,Lost NHL Conference Quarter-Finals,11,84,4th
85,"[{'link': '/coaches/plagebo01c.html', 'name': 'B. Plager'}, {'link': '/coaches/berrybo01c.html', 'name': 'B. Berry'}]",NHL,STL,1992-93,37,36,0,St. Louis Blues,.506,Lost NHL Division Finals,11,84,4th
83,"[{'link': '/coaches/suttebr01c.html', 'name': 'B. Sutter'}]",NHL,STL,1991-92,36,33,0,St. Louis Blues,.519,Lost NHL Division Semi-Finals,11,80,3rd
105,"[{'link': '/coaches/suttebr01c.html', 'name': 'B. Sutter'}]",NHL,STL,1990-91,47,22,0,St. Louis Blues,.656,Lost NHL Division Finals,11,80,2nd
83,"[{'link': '/coaches/suttebr01c.html', 'name': 'B. Sutter'}]",NHL,STL,1989-90,37,34,0,St. Louis Blues,.519,Lost NHL Division Finals,9,80,2nd
78,"[{'link': '/coaches/suttebr01c.html', 'name': 'B. Sutter'}]",NHL,STL,1988-89,33,35,0,St. Louis Blues,.488,Lost NHL Division Finals,12,80,2nd
76,"[{'link': '/coaches/martija99c.html', 'name': 'J. Martin'}]",NHL,STL,1987-88,34,38,0,St. Louis Blues,.475,Lost NHL Division Finals,8,80,2nd
79,"[{'link': '/coaches/martija99c.html', 'name': 'J. Martin'}]",NHL,STL,1986-87,32,33,0,St. Louis Blues,.494,Lost NHL Division Semi-Finals,15,80,1st
83,"[{'link': '/coaches/demerja99c.html', 'name': 'J. Demers'}]",NHL,STL,1985-86,37,34,0,St. Louis Blues,.519,Lost NHL Conference Finals,9,80,3rd
86,"[{'link': '/coaches/demerja99c.html', 'name': 'J. Demers'}]",NHL,STL,1984-85,37,31,0,St. Louis Blues,.538,Lost NHL Division Semi-Finals,12,80,1st
71,"[{'link': '/coaches/demerja99c.html', 'name': 'J. Demers'}]",NHL,STL,1983-84,32,41,0,St. Louis Blues,.444,Lost NHL Division Finals,7,80,2nd
65,"[{'link': '/coaches/francem01c.html', 'name': 'E. Francis'}, {'link': '/coaches/plageba01c.html', 'name': 'B. Plager'}]",NHL,STL,1982-83,25,40,0,St. Louis Blues,.406,Lost NHL Division Semi-Finals,15,80,4th
72,"[{'link': '/coaches/berenre01c.html', 'name': 'R. Berenson'}, {'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,STL,1981-82,32,40,0,St. Louis Blues,.450,Lost NHL Division Finals,8,80,3rd
107,"[{'link': '/coaches/berenre01c.html', 'name': 'R. Berenson'}]",NHL,STL,1980-81,45,18,0,St. Louis Blues,.669,Lost NHL Quarter-Finals,17,80,1st
80,"[{'link': '/coaches/plageba01c.html', 'name': 'B. Plager'}, {'link': '/coaches/berenre01c.html', 'name': 'R. Berenson'}]",NHL,STL,1979-80,34,34,0,St. Louis Blues,.500,Lost NHL Preliminary Round,12,80,2nd
48,"[{'link': '/coaches/plageba01c.html', 'name': 'B. Plager'}]",NHL,STL,1978-79,18,50,0,St. Louis Blues,.300,,12,80,3rd
53,"[{'link': '/coaches/boivile01c.html', 'name': 'L. Boivin'}, {'link': '/coaches/plageba01c.html', 'name': 'B. Plager'}]",NHL,STL,1977-78,20,47,0,St. Louis Blues,.331,,13,80,4th
73,"[{'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,STL,1976-77,32,39,0,St. Louis Blues,.456,Lost NHL Quarter-Finals,9,80,1st
72,"[{'link': '/coaches/youngga99c.html', 'name': 'G. Young'}, {'link': '/coaches/patrily01c.html', 'name': 'L. Patrick'}, {'link': '/coaches/boivile01c.html', 'name': 'L. Boivin'}]",NHL,STL,1975-76,29,37,0,St. Louis Blues,.450,Lost NHL Preliminary Round,14,80,3rd
84,"[{'link': '/coaches/angotlo01c.html', 'name': 'L. Angotti'}, {'link': '/coaches/patrily01c.html', 'name': 'L. Patrick'}, {'link': '/coaches/youngga99c.html', 'name': 'G. Young'}]",NHL,STL,1974-75,35,31,0,St. Louis Blues,.525,Lost NHL Preliminary Round,14,80,2nd
64,"[{'link': '/coaches/talboje01c.html', 'name': 'J. Talbot'}, {'link': '/coaches/angotlo01c.html', 'name': 'L. Angotti'}]",NHL,STL,1973-74,26,40,0,St. Louis Blues,.410,,12,78,6th
76,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}, {'link': '/coaches/talboje01c.html', 'name': 'J. Talbot'}]",NHL,STL,1972-73,32,34,0,St. Louis Blues,.487,Lost NHL Quarter-Finals,12,78,4th
67,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}, {'link': '/coaches/mccrebi01c.html', 'name': 'B. McCreary'}, {'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}]",NHL,STL,1971-72,28,39,0,St. Louis Blues,.429,Lost NHL Semi-Finals,11,78,3rd
87,"[{'link': '/coaches/arboual01c.html', 'name': 'A. Arbour'}, {'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,STL,1970-71,34,25,0,St. Louis Blues,.558,Lost NHL Quarter-Finals,19,78,2nd
86,"[{'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,STL,1969-70,37,27,0,St. Louis Blues,.566,Lost Stanley Cup Final,12,76,1st
88,"[{'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,STL,1968-69,37,25,0,St. Louis Blues,.579,Lost Stanley Cup Final,14,76,1st
70,"[{'link': '/coaches/patrily01c.html', 'name': 'L. Patrick'}, {'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,STL,1967-68,27,31,0,St. Louis Blues,.473,Lost Stanley Cup Final,16,74,3rd
