assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
66,4,41,27,,7.1,1.0,27,,22,C,8.0,44,STL,/players/f/federbe01.html,0,43,14,-3,Bernie Federko,20.8,1984,107,0,79,197
44,6,41,26,,5.5,0.9,28,,16,RW,6.4,28,STL,/players/m/mullejo01.html,0,19,13,-8,Joe Mullen,18.0,1984,85,0,80,228
51,3,32,27,,4.9,0.9,16,,14,LW,5.8,37,STL,/players/s/suttebr01.html,0,162,14,-6,Brian Sutter,16.6,1984,83,2,76,193
34,7,28,27,,3.2,1.0,21,,11,LW,4.2,22,STL,/players/p/pettejo01.html,1,29,7,-2,Jorgen Pettersson,13.2,1984,62,0,77,212
45,3,15,25,,3.5,3.5,6,,24,D,7.0,21,STL,/players/r/ramagro01.html,0,121,9,-11,Rob Ramage,5.6,1984,60,0,80,266
28,1,25,20,,2.2,1.2,21,,6,C,3.5,21,STL,/players/g/gilmodo01.html,1,57,3,6,Doug Gilmour,15.9,1984,53,1,80,157
34,2,12,27,,1.5,0.5,8,,16,C,2.0,18,STL,/players/c/chouigu01.html,0,10,4,-15,Guy Chouinard,10.3,1984,46,0,64,117
29,0,13,25,,1.0,1.0,10,,4,RW,2.0,25,STL,/players/b/babycwa01.html,0,52,3,1,Wayne Babych,11.3,1984,42,0,70,115
21,1,7,22,,0.6,0.9,5,,4,C,1.5,17,STL,/players/w/wickedo01.html,0,19,2,10,Doug Wickenheiser,5.9,1984,28,0,46,118
14,0,11,24,,-0.1,0.8,7,,1,RW,0.7,13,STL,/players/r/reedsma01.html,0,23,3,-3,Mark Reeds,15.3,1984,25,1,65,72
8,0,14,24,,1.2,0.4,13,,3,LW,1.6,5,STL,/players/t/turnbpe01.html,0,81,1,-2,Perry Turnbull,16.7,1984,22,0,32,84
11,1,9,30,,-0.7,0.9,9,,0,LW,0.2,10,STL,/players/h/hickepa01.html,1,24,0,-3,Pat Hickey,11.5,1984,20,0,69,78
11,1,7,21,,0.7,2.6,5,,2,D,3.4,9,STL,/players/w/wilsori02.html,0,53,2,4,Rik Wilson,9.7,1984,18,0,48,72
12,1,3,25,,0.1,2.9,3,,2,D,3.0,10,STL,/players/d/dorean01.html,0,58,0,3,Andre Dore,5.9,1984,15,0,55,51
13,0,2,28,,-0.1,4.3,1,,0,D,4.2,13,STL,/players/b/bothwti01.html,0,65,1,22,Tim Bothwell,3.4,1984,15,0,62,59
6,0,8,22,,0.2,0.6,7,,1,RW,0.8,5,STL,/players/p/paslagr01.html,0,17,1,4,Greg Paslawski,22.2,1984,14,0,34,36
8,0,6,29,,-0.9,1.0,6,,0,LW,0.1,8,STL,/players/c/carlsja01.html,0,95,0,9,Jack Carlson,17.1,1984,14,0,58,35
10,1,4,27,,-0.2,3.4,4,,2,D,3.2,8,STL,/players/s/schofdw01.html,0,219,0,-3,Dwight Schofield,8.3,1984,14,0,70,48
5,1,7,22,,-0.6,0.3,7,,0,LW,-0.3,5,STL,/players/a/anderpe01.html,0,195,0,-13,Perry Anderson,14.3,1984,12,0,50,49
10,0,1,30,,0.2,0.2,1,,2,C,0.4,7,STL,/players/d/dunlobl01.html,1,4,0,-1,Blake Dunlop,5.6,1984,11,0,17,18
11,0,0,23,,0.3,0.9,0,,6,D,1.2,5,STL,/players/p/picheda01.html,0,6,0,-5,Dave Pichette,0.0,1984,11,0,23,37
5,0,4,22,,0.2,0.2,3,,1,C,0.5,4,STL,/players/l/lemieal01.html,0,6,1,0,Alain Lemieux,28.6,1984,9,0,17,14
6,0,2,25,,-0.7,3.6,2,,0,D,2.9,6,STL,/players/j/johnste01.html,0,143,0,5,Terry Johnson,5.3,1984,8,0,65,38
7,0,1,28,,-0.4,1.5,0,,2,D,1.1,5,STL,/players/b/brownja01.html,0,19,1,-21,Jack Brownschidle,2.0,1984,8,0,51,50
5,0,0,21,,-0.6,1.9,0,,1,D,1.3,4,STL,/players/d/delorgi01.html,0,41,0,-7,Gilbert Delorme,0.0,1984,5,0,44,68
4,0,0,28,,0.0,0.0,0,,0,G,10.4,0,STL,/players/l/liutmi01.html,0,0,0,0,Mike Liut,,1984,4,0,58,0
1,0,0,30,,-0.6,-0.1,0,,0,C,-0.7,1,STL,/players/p/pateyla01.html,0,8,0,-12,Larry Patey,0.0,1984,1,0,17,9
1,0,0,21,,0.0,0.2,0,,0,D,0.1,1,STL,/players/p/pavesji01.html,0,19,0,-1,Jim Pavese,0.0,1984,1,0,4,1
0,0,0,23,,0.0,0.0,0,,0,C,-0.1,0,STL,/players/b/barrda01.html,0,0,0,-1,Dave Barr,,1984,0,0,1,0
0,0,0,20,,0.0,0.0,0,,0,RW,0.0,0,STL,/players/g/ganchpe01.html,0,0,0,1,Perry Ganchar,,1984,0,0,1,0
0,0,0,28,,0.0,0.0,0,,0,G,2.0,0,STL,/players/h/heinzri01.html,0,4,0,0,Rick Heinz,,1984,0,0,22,0
0,0,0,28,,-0.2,-0.1,0,,0,C,-0.3,0,STL,/players/k/klassra01.html,0,0,0,-5,Ralph Klassen,0.0,1984,0,0,5,5
0,0,0,31,,0.0,0.0,0,,0,G,0.1,0,STL,/players/l/larocmi01.html,0,2,0,0,Michel Larocque,,1984,0,0,5,0
0,0,0,27,,-0.1,-0.1,0,,0,LW,-0.2,0,STL,/players/m/markejo01.html,0,0,0,-4,John Markell,,1984,0,0,2,0
