goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
1.3,0,NHL,5,MTL,253,21,0,0,0,8,0,0,1,1,3,0,0,0,0,0,1980-81,0,1.90,0,[],0
9.2,0,NHL,38,MTL,2206,22,7,0,2,101,0,0,7,2,23,2,0,0,0,0,1981-82,0,2.75,4,"[{'link': '/awards/voting-1982.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-1982.html#calder', 'name': 'Calder-6'}, {'link': '/awards/jennings.html#1982', 'name': None}, {'link': '/awards/voting-1982.html#vezina', 'name': 'Vezina-5'}]",0
8.0,0,NHL,46,MTL,2583,23,12,0,1,151,0,0,5,0,27,1,0,0,0,0,1982-83,0,3.51,4,[],0
3.7,0,NHL,42,MTL,2333,24,17,116,3,144,0,-20.39,3,2,19,3,0,0,0,.853,1983-84,977,3.70,6,[],833
6.7,0,NHL,40,STL,2319,25,12,92,1,126,0,11.21,5,0,23,1,0,0,0,.885,1984-85,1094,3.26,0,"[{'link': '/awards/voting-1985.html#AS', 'name': 'AS-8'}]",968
9.0,0,NHL,42,STL,2517,26,16,85,0,144,0,26.23,3,1,22,0,0,0,0,.894,1985-86,1354,3.43,2,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-11'}]",1210
6.9,0,NHL,41,STL,2410,27,15,98,0,142,0,3.39,6,0,17,0,0,0,0,.883,1986-87,1212,3.54,10,[],1070
5.7,0,NHL,33,TOT,1891,28,16,94,0,108,0,7.12,1,2,14,0,0,0,0,.887,1987-88,958,3.43,14,[],850
5.6,0,NHL,31,STL,1818,28,16,93,0,103,0,7.79,1,2,13,0,0,0,0,.888,1987-88,922,3.40,14,[],819
0.1,0,NHL,2,CGY,73,28,0,0,0,5,0,0,0,0,1,0,0,0,0,.861,1987-88,36,4.11,0,[],31
4.4,0,NHL,35,CGY,1927,29,11,99,1,95,0,0.99,4,2,17,1,0,0,0,.881,1988-89,796,2.96,8,[],701
4.2,0,NHL,36,CGY,1969,30,8,105,0,107,0,-5.37,6,2,18,0,0,0,0,.875,1989-90,855,3.26,4,[],748
4.3,0,NHL,29,CGY,1670,31,7,98,1,85,0,1.85,5,0,14,1,0,0,0,.888,1990-91,762,3.05,0,[],677
1.4,0,NHL,17,TOT,885,32,7,123,0,61,0,-11.34,0,0,7,0,0,0,0,.863,1991-92,444,4.14,0,[],383
0.5,0,NHL,9,CGY,457,32,4,0,0,34,0,0,0,0,3,0,0,0,0,.850,1991-92,226,4.46,0,[],192
1.0,0,NHL,8,TOR,428,32,3,0,0,27,0,0,0,0,4,0,0,0,0,.876,1991-92,218,3.79,0,[],191
0.1,0,NHL,3,TOR,160,33,3,0,0,15,0,0,0,0,0,0,0,0,0,.835,1992-93,91,5.63,0,[],76
