goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.3,0,NHL,5,CGY,150,24,2,0,0,5,1,0,0,0,0,0,.000,0,0,.902,2007-08,51,2.00,0,[],46
1.1,2,NHL,14,CGY,518,25,6,0,0,31,5,0,1,0,1,0,.400,0,2,.889,2008-09,280,3.59,2,[],249
2.6,1,NHL,20,TOT,1023,26,5,110,0,51,14,-4.59,2,0,8,0,.429,0,6,.902,2009-10,523,2.99,0,[],472
0.7,1,NHL,10,CGY,502,26,4,0,0,27,7,0,0,0,3,0,.286,0,2,.885,2009-10,235,3.23,0,[],208
1.9,0,NHL,10,ANA,521,26,1,0,0,24,7,0,2,0,5,0,.571,0,4,.917,2009-10,288,2.76,0,[],264
3.0,7,NHL,28,TOT,1395,27,13,118,1,74,22,-11.19,1,2,9,1,.409,0,9,.897,2010-11,721,3.18,0,[],647
1.7,6,NHL,21,ANA,996,27,9,127,1,57,16,-12.05,1,2,6,1,.375,0,6,.890,2010-11,516,3.43,0,[],459
1.3,1,NHL,7,OTT,399,27,4,0,0,17,6,0,0,0,3,0,.500,0,3,.917,2010-11,205,2.56,0,[],188
0.4,0,NHL,2,PHX,72,28,0,0,0,2,1,0,0,0,1,0,1.000,0,1,.944,2011-12,36,1.67,0,[],34
3.8,3,NHL,28,CBJ,1423,30,11,106,1,64,21,-3.43,1,2,10,1,.571,0,12,.909,2013-14,703,2.70,0,[],639
5.6,2,NHL,32,CBJ,1710,31,14,101,0,82,28,-1.00,2,0,12,0,.429,0,12,.914,2014-15,949,2.88,0,[],867
1.2,3,NHL,18,CBJ,835,32,7,130,1,46,12,-10.50,3,0,2,1,.250,0,3,.890,2015-16,417,3.31,0,[],371
3.9,0,NHL,21,TOT,1135,33,8,96,0,51,15,2.31,2,1,8,0,.600,0,9,.917,2016-17,616,2.70,0,[],565
1.4,0,NHL,7,CBJ,376,33,1,0,0,15,5,0,2,0,2,0,.600,0,3,.924,2016-17,198,2.39,0,[],183
2.5,0,NHL,14,TOR,759,33,7,100,0,36,10,0.17,0,1,6,0,.600,0,6,.914,2016-17,418,2.85,0,[],382
