bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,2.50,0,248,NHL,0,21,0,225,19,0,0,0,23,.907,1997-98,NYR,5,1.5,0,1,4,12,551
0,0,[],0,2.68,3.56,570,NHL,0,22,0,521,2,0,0,93,49,.914,1998-99,NYR,8,3.7,0,3,6,22,1097
0,0,[],0,3.49,-24.72,1258,NHL,0,23,0,1113,29,0,0,121,145,.885,1999-00,TBL,30,5.0,0,3,9,52,2492
0,1,[],0,3.00,-10.00,889,NHL,0,24,0,793,4,0,0,112,96,.892,2000-01,TOT,19,4.4,0,8,7,40,1919
0,1,[],0,3.52,-6.66,541,NHL,0,24,0,482,4,0,0,113,59,.891,2000-01,TBL,13,2.6,0,3,3,24,1005
0,0,[],0,2.43,-3.34,348,NHL,0,24,0,311,0,0,0,110,37,.894,2000-01,VAN,6,1.8,0,5,4,16,914
0,7,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-8'}]",0,2.43,-9.16,1440,NHL,0,25,0,1298,20,0,0,107,142,.901,2001-02,VAN,22,7.8,0,5,31,62,3502
0,2,[],3,2.42,-1.35,1477,NHL,0,26,0,1341,24,0,0,101,136,.908,2002-03,VAN,16,8.8,3,7,33,57,3376
0,5,[],1,2.27,4.39,1554,NHL,0,27,0,1420,22,0,0,97,134,.914,2003-04,VAN,21,10.0,1,6,33,60,3539
0,0,[],0,3.17,-3.02,334,NHL,0,29,0,298,4,0,0,109,36,.892,2005-06,VAN,3,1.7,0,1,8,13,681
0,0,[],1,3.98,-27.39,608,NHL,0,30,0,523,21,0,0,148,85,.860,2006-07,LAK,14,0.7,1,2,6,24,1281
3,0,[],0,3.44,0,247,NHL,4,31,.444,219,2,0,9,0,28,.887,2007-08,LAK,4,0.9,0,1,2,9,489
