bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,won,assists,ties,wins,games_played,minutes
0,0,0,4.62,0,57,NHL,0,24,0,48,0,0,0,0,9,.842,2000-01,VAN,2,,0,0,0,2,117
0,0,0,3.52,-5.88,123,NHL,0,25,0,107,0,0,0,158,16,.870,2001-02,VAN,3,,0,0,2,6,273
0,0,0,3.24,-17.23,341,NHL,0,26,0,296,8,0,0,162,0,.868,2002-03,VAN,7,,0,0,7,14,833
0,0,0,2.17,0,64,NHL,0,27,0,59,2,0,0,0,5,.922,2003-04,VAN,1,,0,0,1,3,138
