bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,won,assists,ties,wins,games_played,minutes
0,0,0,1.08,0,48,NHL,0,27,0,46,0,0,0,0,2,.958,2002-03,TBL,1,,0,0,0,1,111
0,0,0,3.53,0,17,NHL,0,28,0,15,0,0,0,0,2,.882,2003-04,TBL,0,SC,0,0,0,1,34
0,0,0,4.79,0,98,NHL,0,30,0,83,0,0,0,0,15,.847,2005-06,TBL,3,,0,0,1,4,188
