goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
1.1,0,NHL,7,ATL,347,20,3,0,0,18,5,0,0,0,3,0,.400,0,2,.905,2007-08,190,3.11,2,[],172
0.9,4,NHL,12,ATL,599,21,7,0,0,36,11,0,0,0,3,0,.273,0,3,.880,2008-09,301,3.61,0,[],265
7.3,6,NHL,42,ATL,2317,22,18,106,1,127,40,-6.95,7,2,14,1,.425,0,17,.906,2009-10,1353,3.29,0,[],1226
10.3,8,NHL,58,ATL,3225,23,23,99,0,147,54,1.53,9,4,21,0,.481,0,26,.914,2010-11,1705,2.73,4,[],1558
10.6,12,NHL,68,WPG,3932,24,28,108,2,0,67,-14.96,9,4,29,2,.522,0,35,.906,2011-12,2036,2.91,0,[],1845
6.6,8,NHL,0,WPG,2553,25,20,108,0,0,43,-8.82,3,0,21,0,.442,0,19,.905,2012-13,1251,2.80,2,[],1132
7.4,12,NHL,57,WPG,3248,26,26,115,3,0,57,-21.34,7,1,22,3,.421,0,24,.901,2013-14,1644,3.01,0,[],1481
9.0,5,NHL,50,WPG,2838,27,16,94,0,108,46,7.48,8,5,22,0,.500,0,23,.920,2014-15,1353,2.28,2,[],1245
4.3,6,NHL,33,WPG,1899,28,13,113,0,88,31,-9.84,4,1,13,0,.452,0,14,.904,2015-16,918,2.78,0,[],830
0.7,2,NHL,8,WPG,440,29,4,0,0,26,8,0,0,0,4,0,.250,0,2,.888,2016-17,233,3.55,0,[],207
