giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,71,0,23,0,0,108,20,0,1,717,ATL,0,0,[],9.3,9,10,1,10,0,0,2005-06,0,10:06,1,46,0,9
0,NHL,74,2,24,0,0,90,19,0,1,757,ATL,0,0,[],5.6,5,14,8,5,0,0,2006-07,0,10:14,0,62,0,13
9,NHL,69,0,25,165,143,95,13,84,0,717,ATL,26,53.3,[],8.4,6,5,-10,8,188,2,2007-08,28,10:24,0,41,0,5
10,NHL,60,0,26,217,152,94,18,85,0,675,ATL,26,53.0,[],8.5,6,10,0,8,245,2,2008-09,42,11:15,0,52,0,10
13,NHL,61,2,27,177,172,107,18,105,0,745,ATL,35,58.9,[],10.3,10,7,1,11,254,0,2009-10,28,12:12,1,60,0,7
5,NHL,36,1,28,111,78,53,12,59,0,381,ATL,16,62.2,[],9.4,5,7,4,5,183,0,2010-11,16,10:35,0,19,0,7
19,NHL,78,1,29,531,181,118,21,163,0,1152,WPG,23,54.4,[],11.0,12,8,-9,13,634,1,2011-12,73,14:46,0,42,0,8
3,NHL,26,0,30,122,38,22,2,41,0,272,WPG,10,54.3,[],4.5,1,1,-3,1,145,0,2012-13,12,10:27,0,19,0,1
7,NHL,27,0,31,118,33,24,2,41,0,287,WPG,7,58.0,[],4.2,1,1,-5,1,163,0,2013-14,7,10:38,0,8,0,1
15,NHL,82,1,32,305,89,51,13,136,0,755,WPG,13,59.7,[],9.8,5,8,-4,5,451,0,2014-15,52,9:13,0,58,1,7
