assists,team,goals,year,games_played,points,pim,age,plus_minus,league
11,Moose Jaw Canucks,8,1949-50,27,19,59,18,0,WCJHL
27,Moose Jaw Canucks,19,1950-51,37,46,165,19,0,WCJHL
2,Regina Capitals,0,1950-51,5,2,4,19,0,WCSHL
3,St. Louis Flyers,2,1951-52,9,5,8,20,0,AHL
4,Calgary Stampeders,7,1953-54,15,11,12,22,0,WHL
6,Quebec Aces,4,1953-54,13,10,26,22,0,QHL
23,Calgary Stampeders,12,1954-55,51,35,59,23,0,WHL
38,Calgary Stampeders,21,1955-56,70,59,85,24,0,WHL
6,Buffalo Bisons,0,1956-57,9,6,11,25,0,AHL
40,Calgary Stampeders,18,1957-58,61,58,51,26,0,WHL
36,Calgary Stampeders,7,1958-59,64,43,61,27,0,WHL
46,Calgary Stampeders,7,1959-60,66,53,32,28,0,WHL
42,Calgary Stampeders,9,1960-61,67,51,55,29,0,WHL
37,Calgary Stampeders,19,1961-62,53,56,42,30,0,WHL
41,Calgary Stampeders,16,1962-63,70,57,56,31,0,WHL
49,Denver Invaders,8,1963-64,69,57,58,32,0,WHL
20,Victoria Maple Leafs,8,1964-65,51,28,67,33,0,WHL
0,Tulsa Oilers,1,1965-66,7,1,4,34,0,CPHL
43,Victoria Maple Leafs,16,1965-66,61,59,56,34,0,WHL
6,Victoria Maple Leafs,3,1966-67,13,9,12,35,0,WHL
1,Kansas City Blues,0,1968-69,2,1,0,37,0,CHL
