assists,team,goals,year,games_played,points,pim,age,plus_minus,league
17,Hull Olympiques,6,1983-84,67,23,220,17,0,QMJHL
27,Hull Olympiques,7,1984-85,56,34,372,18,0,QMJHL
40,Hull Olympiques,3,1985-86,59,43,355,19,0,QMJHL
3,Sherbrooke Canadiens,2,1986-87,46,5,153,20,0,AHL
7,2 Teams,4,1987-88,41,11,253,21,0,IHL
4,Saginaw Hawks,3,1987-88,24,7,129,21,0,IHL
3,Salt Lake Golden Eagles,1,1987-88,17,4,124,21,0,IHL
20,Salt Lake Golden Eagles,4,1988-89,72,24,313,22,0,IHL
13,Salt Lake Golden Eagles,5,1989-90,58,18,419,23,0,IHL
13,Phoenix Roadrunners,9,1990-91,60,22,369,24,0,IHL
8,Capital District Islanders,3,1991-92,27,11,139,25,0,AHL
4,2 Teams,1,1992-93,66,5,311,26,0,AHL
3,Moncton Hawks,1,1992-93,47,4,231,26,0,AHL
1,Capital District Islanders,0,1992-93,19,1,80,26,0,AHL
6,Cincinnati Cyclones,2,1993-94,61,8,302,27,0,IHL
3,Cleveland Lumberjacks,1,1994-95,56,4,269,28,0,IHL
6,Cleveland Lumberjacks,0,1995-96,53,6,244,29,0,IHL
10,Cleveland Lumberjacks,2,1996-97,73,12,244,30,0,IHL
6,2 Teams,1,1997-98,54,7,299,31,-5,IHL
3,Cleveland Lumberjacks,1,1997-98,41,4,191,31,1,IHL
3,Quebec Rafales,0,1997-98,13,3,108,31,-6,IHL
0,Frankfurt Lions,0,1998-99,22,0,113,32,0,Germany
1,Frankfurt Lions,0,1999-00,50,1,122,33,0,Germany
4,Tallahassee Tiger Sharks,0,2000-01,16,4,74,34,0,ECHL
1,Anchorage Aces,0,2000-01,15,1,88,34,0,WCHL
