assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Hull Olympiques,0,1984-85,5,1,56,18,0,QMJHL
11,Hull Olympiques,2,1985-86,15,13,98,19,0,QMJHL
1,Hull Olympiques,0,1985-86,5,1,26,19,0,M-Cup
1,Sherbrooke Canadiens,0,1986-87,3,1,15,20,0,AHL
1,Salt Lake Golden Eagles,0,1987-88,13,1,120,21,0,IHL
3,Salt Lake Golden Eagles,4,1988-89,10,7,42,22,0,IHL
2,Phoenix Roadrunners,1,1990-91,7,3,44,24,0,IHL
0,Capital District Islanders,0,1991-92,7,0,58,25,0,AHL
1,Capital District Islanders,1,1992-93,4,2,27,26,0,AHL
1,Cincinnati Cyclones,0,1993-94,8,1,99,27,0,IHL
0,Cleveland Lumberjacks,0,1994-95,3,0,13,28,0,IHL
0,Cleveland Lumberjacks,0,1995-96,3,0,6,29,0,IHL
0,Cleveland Lumberjacks,0,1996-97,13,0,16,30,0,IHL
0,Frankfurt Lions,0,1998-99,1,0,27,32,0,Germany
0,Frankfurt Lions,0,1999-00,5,0,6,33,0,Germany
0,Anchorage Aces,0,2000-01,3,0,36,34,0,WCHL
