age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
27,,28.6,2,0,0,NHL,4,0,1967-68,0,7,2,,0,2,,BOS,2
28,,13.0,1,7,8,NHL,10,2,1968-69,0,23,3,,0,11,,BOS,10
29,SC,13.0,2,5,10,NHL,14,1,1969-70,1,23,3,,0,4,,BOS,8
30,,14.3,0,2,-6,NHL,7,0,1970-71,0,7,1,,0,2,,BOS,3
31,SC,21.1,2,3,1,NHL,15,0,1971-72,1,19,4,,0,10,,BOS,7
34,,13.2,2,10,1,NHL,0,0,1974-75,2,38,5,,2,12,,NYI,15
35,,20.0,1,3,0,NHL,8,0,1975-76,0,10,2,,1,0,,NYI,5
36,,8.3,0,5,4,NHL,12,0,1976-77,0,12,1,,0,0,,NYI,6
37,,0,0,0,-1,NHL,2,0,1977-78,0,0,0,,0,0,,NYI,0
38,,33.3,1,2,2,NHL,6,0,1978-79,0,3,1,,0,0,,NYI,3
