pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Leksands IF,3,0,6,Sweden,13,1969-70,19,3
0,Leksands IF,3,0,5,Sweden,13,1970-71,20,2
2,Leksands IF,7,0,18,Sweden,28,1971-72,21,11
2,Leksands IF,2,0,8,Sweden,14,1972-73,22,6
0,Sweden,5,0,9,Nat-Tm,10,1973-74,23,4
0,Sweden,5,0,9,WEC-A,9,1973-74,23,4
4,Leksands IF,23,0,42,Sweden,30,1974-75,24,19
0,Sweden,1,0,1,WEC-A,9,1974-75,24,0
4,Leksands IF,12,0,23,Sweden,34,1975-76,25,11
6,Sweden,0,0,0,WEC-A,10,1975-76,25,0
2,Sweden,1,0,1,Can-Cup,5,1976-77,26,0
14,Leksands IF,18,0,41,Sweden,30,1976-77,26,23
2,Sweden,8,0,11,WEC-A,10,1976-77,26,3
18,Sweden,4,0,5,WEC-A,10,1977-78,27,1
8,Leksands IF,9,0,15,Sweden,35,1982-83,32,6
2,Mora IK,12,0,17,Sweden-2,26,1983-84,33,5
