assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,1989-90,6,6,4,Czechoslovakia,17,2,0,EJC-A
7,1990-91,54,8,1,VSZ Kosice,18,12,0,Czech
1,1990-91,5,1,0,Czechoslovakia,18,4,0,WJC-A
9,1991-92,43,13,4,VSZ Kosice,19,24,0,Czech
3,1991-92,6,3,0,Czechoslovakia,19,6,0,WJC-A
29,1992-93,77,43,14,Indianapolis Ice,20,92,0,IHL
10,1993-94,55,19,9,Indianapolis Ice,21,71,0,IHL
28,1994-95,67,33,5,Indianapolis Ice,22,91,0,IHL
30,1995-96,72,36,6,Indianapolis Ice,23,71,0,IHL
1,1996-97,3,1,0,Slovakia,24,2,0,W-Cup
13,1996-97,26,14,1,Indianapolis Ice,24,44,0,IHL
22,1996-97,47,26,4,Carolina Monarchs,24,48,0,AHL
2,1996-97,8,2,0,Slovakia,24,6,0,WC-A
14,1997-98,23,18,4,HC Kosice,25,14,0,Slovakia
0,1997-98,4,0,0,Slovakia,25,0,0,Olympics
0,1997-98,6,0,0,Slovakia,25,8,0,WC-A
14,1998-99,42,24,10,Nurnberg Ice Tigers,26,97,0,Germany
1,1998-99,4,2,1,Slovakia,26,4,0,WC-A
11,1999-00,26,13,2,Kassel Huskies,27,24,0,Germany
1,1999-00,9,1,0,Slovakia,27,0,-3,WC-A
10,2000-01,48,16,6,Dusseldorfer EG,28,50,0,Germany
1,2000-01,7,2,1,Slovakia,28,16,1,WC-A
16,2001-02,59,22,6,DEG Metro Stars Dusseldorf,29,81,0,Germany
8,2002-03,46,10,2,Nurnberg Ice Tigers,30,56,0,Germany
10,2003-04,49,12,2,2 Teams,31,30,0,CzRep
3,2003-04,13,4,1,HC Slavia Praha,31,14,0,CzRep
7,2003-04,36,8,1,HC Chemopetrol Litvinov,31,16,0,CzRep
22,2004-05,104,34,12,2 Teams,32,74,0,Slovakia
11,2004-05,44,16,5,MHk 32 Liptovsky Mikulas,32,37,0,Slovakia
11,2004-05,60,18,7,MsHK SKP Zilina,32,37,0,Slovakia
13,2005-06,54,16,3,MsHK Zilina,33,70,0,Slovakia
16,2006-07,50,25,9,HC Kosice,34,82,0,Slovakia
16,2007-08,49,25,9,HC Kosice,35,101,0,Slovakia
11,2008-09,44,15,4,MsHK Zilina,36,74,0,Slovakia
