assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1992-93,5,1,0,Indianapolis Ice,20,2,0,IHL
1,1995-96,3,1,0,Indianapolis Ice,23,2,0,IHL
4,1997-98,11,6,2,HC Kosice,25,29,0,Slovakia
7,1998-99,13,8,1,Nurnberg Ice Tigers,26,50,0,Germany
0,1999-00,8,1,1,Kassel Huskies,27,16,0,Germany
3,2002-03,5,3,0,Nurnberg Ice Tigers,30,2,0,Germany
2,2004-05,5,3,1,MsHK SKP Zilina,32,18,0,Slovakia
5,2005-06,17,6,1,MsHK Zilina,33,24,0,Slovakia
5,2006-07,11,6,1,HC Kosice,34,20,0,Slovakia
2,2007-08,19,4,2,HC Kosice,35,18,0,Slovakia
