power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,6,2,0,NHL,1938-39,20,1,DET,,1,2,0,0,0,,,0,0
0,5,3,0,NHL,1939-40,21,0,DET,,3,21,0,0,0,,,0,0
0,9,4,0,NHL,1940-41,22,2,DET,,2,2,0,0,0,,,0,0
0,12,6,0,NHL,1941-42,23,4,DET,,2,8,0,0,0,,,0,0
0,0,13,0,NHL,1942-43,24,5,DET,,8,4,0,0,0,,SC,0,0
0,3,0,0,NHL,1945-46,27,0,DET,,0,0,0,0,0,,,0,0
0,3,2,0,NHL,1946-47,28,1,DET,,1,2,0,0,0,,,0,0
0,0,3,0,NHL,1947-48,29,0,DET,,3,16,0,0,0,,,0,0
0,0,6,0,NHL,1948-49,30,3,DET,,3,6,0,0,0,,,0,0
0,0,8,0,NHL,1949-50,31,0,DET,,2,6,0,0,0,,SC,0,0
0,6,7,0,NHL,1950-51,32,4,DET,,3,0,0,0,0,,,0,0
0,7,4,0,NHL,1951-52,33,2,DET,,2,12,0,0,0,,SC,0,0
0,1,0,0,NHL,1952-53,34,0,CBH,,0,0,0,0,0,,,0,0
