assists,team,goals,year,games_played,points,pim,age,plus_minus,league
29,Aurora Eagles,19,1986-87,40,48,102,18,0,ON-Jr.A
7,Miami University Redskins,9,1987-88,34,16,133,19,0,CCHA
7,Miami University Redskins,8,1988-89,36,15,77,20,0,CCHA
17,Miami University Redskins,27,1989-90,40,44,78,21,0,CCHA
27,Salt Lake Golden Eagles,15,1990-91,79,42,113,22,0,IHL
30,Salt Lake Golden Eagles,32,1991-92,72,62,67,23,0,IHL
4,United States,0,1991-92,6,4,10,23,0,WC-A
21,Salt Lake Golden Eagles,13,1992-93,53,34,90,24,0,IHL
12,2 Teams,13,1993-94,39,25,64,25,0,AHL
9,Saint John Flames,13,1993-94,38,22,64,25,0,AHL
3,Springfield Indians,0,1993-94,1,3,0,25,0,AHL
3,United States,1,1994-95,6,4,28,26,0,WC-A
35,2 Teams,27,1994-95,77,62,213,26,0,IHL
25,Chicago Wolves,18,1994-95,52,43,136,26,0,IHL
10,Houston Aeros,9,1994-95,25,19,77,26,0,IHL
28,Carolina Panthers,27,1995-96,69,55,172,27,0,AHL
16,2 Teams,16,1996-97,76,32,155,28,0,IHL
13,Fort Wayne Komets,12,1996-97,60,25,131,28,0,IHL
3,Phoenix Roadrunners,4,1996-97,16,7,24,28,0,IHL
22,Dusseldorfer EG,13,1997-98,48,35,117,29,0,Germany
9,Schwenninger Wild Wings,25,1998-99,51,34,137,30,0,Germany
20,Schwenninger Wild Wings,15,1999-00,67,35,103,31,0,Germany
8,EHC Eisbaren Berlin,9,2000-01,48,17,83,32,0,Germany
