pim,team,assists,plus_minus,points,league,games_played,year,age,goals
16,Medicine Hat Tigers,3,0,7,WHL,5,1982-83,17,4
39,Medicine Hat Tigers,13,0,23,WHL,14,1983-84,18,10
20,Medicine Hat Tigers,9,0,10,WHL,10,1984-85,19,1
54,Medicine Hat Tigers,20,0,31,WHL,25,1985-86,20,11
50,Rochester Americans,3,0,4,AHL,13,1986-87,21,1
20,AS Varese,4,0,10,Italy,10,1987-88,22,6
41,Adirondack Red Wings,3,0,4,AHL,11,1987-88,22,1
20,Adirondack Red Wings,0,0,0,AHL,5,1989-90,24,0
0,Adirondack Red Wings,1,0,2,AHL,2,1990-91,25,1
12,Hershey Bears,2,0,6,AHL,6,1991-92,26,4
8,Houston Aeros,2,0,3,IHL,4,1994-95,29,1
26,Houston Aeros,10,0,14,IHL,13,1996-97,31,4
0,Nippon Paper Kushiro,2,0,2,Japan,2,1998-99,33,0
4,Nippon Paper Kushiro,4,0,4,Japan,5,1999-00,34,0
8,Nippon Paper Kushiro,0,0,0,Japan,3,2000-01,35,0
