year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1977-78,17,3,36,8,0,QMJHL,13,Trois-Rivieres Draveurs,11
1977-78,17,0,2,1,0,M-Cup,3,Trois-Rivieres Draveurs,1
1978-79,18,3,17,11,0,QMJHL,13,Trois-Rivieres Draveurs,14
1978-79,18,0,6,2,0,M-Cup,4,Trois-Rivieres Draveurs,2
1979-80,19,0,8,0,0,QMJHL,2,Quebec Remparts,0
1993-94,33,0,6,2,0,IHL,13,Atlanta Knights,2
1994-95,34,1,12,4,0,IHL,17,Denver Grizzlies,5
1995-96,35,0,2,0,0,IHL,4,San Francisco Spiders,0
1996-97,36,1,2,0,0,IHL,3,Kansas City Blades,1
1997-98,37,1,8,2,0,IHL,11,Kansas City Blades,3
