age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,16.7,0,2,-2,NHL,8,0,1960-61,0,6,1,,0,6,,DET,3
21,,7.1,0,4,1,NHL,10,0,1962-63,0,14,1,,0,10,,DET,5
22,,20.8,0,2,-2,NHL,0,0,1963-64,0,24,5,,0,12,,DET,7
23,,0.0,0,2,0,NHL,7,0,1964-65,0,10,0,,0,2,,DET,2
24,,5.0,0,4,1,NHL,0,0,1965-66,0,20,1,,0,2,,DET,5
28,,20.0,1,0,-2,NHL,4,0,1969-70,0,5,1,,0,2,,DET,1
29,,0.0,0,4,-1,NHL,13,0,1970-71,0,21,0,,0,2,,NYR,4
30,,5.9,1,6,2,NHL,0,1,1971-72,0,34,2,,0,4,,NYR,8
31,,11.8,2,2,-1,NHL,10,0,1972-73,0,17,2,,0,2,,NYR,4
32,,24.0,6,2,2,NHL,13,0,1973-74,2,25,6,,0,2,,NYR,8
34,,0,0,1,0,WHA,4,0,1975-76,0,0,0,,0,0,,EDO,1
