average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,5,1,0,NHL,20,0,2,0,0,0,1,0,0,1963-64,MTL,1,4,[],0,,4
,0,0,0,NHL,21,0,2,0,0,0,0,0,0,1964-65,MTL,0,0,[],0,,1
,1,0,0,NHL,23,0,0,0,0,0,0,0,0,1966-67,MTL,0,1,[],0,,2
,53,3,0,NHL,24,30,42,-3,183,14,4,0,5,1967-68,MNS,18,35,[],9.8,,74
,27,1,0,NHL,25,16,10,-19,127,6,2,1,2,1968-69,TOT,8,19,[],6.3,,73
,13,0,0,NHL,25,7,6,-30,87,3,1,0,2,1968-69,MNS,4,9,[],4.6,,53
,14,1,0,NHL,25,9,4,11,40,3,1,1,0,1968-69,CBH,4,10,[],10.0,,20
,17,2,0,NHL,26,14,20,7,95,2,1,0,0,1969-70,STL,3,14,[],3.2,,50
,66,2,1,NHL,27,32,16,15,254,17,7,1,8,1970-71,VAN,25,41,[],9.8,,77
,61,5,0,NHL,28,22,26,-34,224,21,6,0,12,1971-72,VAN,27,34,[],12.1,,78
,70,2,0,NHL,29,27,24,-20,194,22,8,0,13,1972-73,VAN,30,40,[],15.5,,77
,75,1,1,NHL,30,35,18,-6,180,12,3,1,23,1973-74,VAN,16,59,[],8.9,,0
,78,2,0,NHL,31,40,46,8,167,7,9,0,22,1974-75,VAN,16,62,[],9.6,,77
,38,0,0,NHL,32,22,10,-7,69,5,2,0,9,1975-76,VAN,7,31,[],10.1,,71
,43,0,0,WHA,33,0,12,3,92,11,1,0,0,1976-77,QBN,12,31,[],13.0,,74
,27,0,2,WHA,34,0,22,4,70,7,1,0,0,1977-78,QBN,10,17,[],14.3,,66
