pim,team,assists,plus_minus,points,league,games_played,year,age,goals
54,Montreal Jr. Canadiens,63,0,97,OHA-Jr.,50,1961-62,18,34
2,2 Teams,3,0,3,EPHL,2,1961-62,18,0
0,Hull-Ottawa Canadiens,0,0,0,EPHL,1,1961-62,18,0
2,North Bay Trappers,3,0,3,EPHL,1,1961-62,18,0
72,Montreal Jr. Canadiens,43,0,55,OHA-Jr.,50,1962-63,19,12
0,Hull-Ottawa Canadiens,1,0,1,EPHL,3,1962-63,19,0
48,Montreal Jr. Canadiens,97,0,135,OHA-Jr.,55,1963-64,20,38
4,Quebec Aces,9,0,13,AHL,14,1964-65,21,4
10,Omaha Knights,49,0,64,CPHL,52,1964-65,21,15
0,Quebec Aces,0,0,2,AHL,1,1965-66,22,2
53,Houston Apollos,46,0,73,CPHL,70,1965-66,22,27
58,Houston Apollos,48,0,64,CPHL,67,1966-67,23,16
16,Kansas City Blues,16,0,23,CHL,19,1969-70,26,7
