even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,1,NYR,0,0,25,0,,NHL,0,12,,1961-62,6,0.0,,0,1,0
1,4,OAK,3,2,32,0,,NHL,0,14,,1968-69,7,21.4,,2,7,-4
1,1,OAK,1,0,33,0,,NHL,0,15,,1969-70,4,6.7,,0,2,-2
2,3,MNS,3,0,34,0,,NHL,0,17,,1970-71,11,17.6,,1,6,-9
0,1,MNS,0,0,35,0,,NHL,0,8,,1971-72,7,0.0,,0,1,-1
3,1,MFS,3,0,36,0,,WHA,0,0,,1972-73,5,0,,0,4,0
0,4,MFS,4,8,37,1,,WHA,0,0,,1973-74,11,0,,0,8,0
0,7,MFS,1,0,38,0,,WHA,0,0,,1974-75,12,0,,0,8,0
0,2,QBN,0,10,39,0,,WHA,0,0,,1975-76,5,0,,0,2,1
