shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1959-60,17,0,,0,0,0,0,0,8,TOR,2,23,0,NHL,0,,41,10,[],0
0,1960-61,4,0,,0,0,0,0,0,14,NYR,6,24,0,NHL,0,,69,20,[],0
0,1961-62,10,0,,0,0,0,0,0,24,NYR,4,25,0,NHL,0,,68,28,[],0
0,1962-63,2,0,,0,0,0,0,0,2,NYR,4,26,0,NHL,0,,46,6,[],0
0,1963-64,0,0,,0,0,0,0,0,1,DET,0,27,0,NHL,0,,7,1,[],0
0,1964-65,0,0,,0,0,0,0,0,0,DET,0,28,0,NHL,0,,1,0,[],0
0,1966-67,4,0,,0,0,0,12,0,35,DET,13,30,2,NHL,0,,65,48,[],1
11.6,1967-68,14,27,,0,147,10,15,-2,37,TOT,17,31,3,NHL,0,,71,54,[],2
12.0,1967-68,10,16,,0,75,2,9,8,18,DET,9,31,2,NHL,0,,37,27,[],0
11.1,1967-68,4,11,,0,72,8,6,-10,19,OAK,8,31,1,NHL,0,,34,27,[],2
13.8,1968-69,6,36,,0,189,13,17,-15,49,OAK,26,32,3,NHL,0,,76,75,"[{'link': '/awards/voting-1969.html#byng', 'name': 'Byng-2'}, {'link': '/awards/masterton.html#1969', 'name': None}]",9
10.8,1969-70,13,24,,1,157,10,9,-17,35,OAK,17,33,0,NHL,1,,0,52,[],7
8.9,1970-71,18,20,,1,158,5,8,-22,26,TOT,14,34,2,NHL,4,,78,40,[],2
8.1,1970-71,14,16,,1,124,3,8,-21,20,CGS,10,34,0,NHL,1,,60,30,[],1
11.8,1970-71,4,4,,0,34,2,0,-1,6,MNS,4,34,2,NHL,3,,18,10,[],1
5.0,1971-72,6,12,,0,100,2,3,-1,14,MNS,5,35,0,NHL,2,,78,19,[],0
0,1972-73,20,0,,0,0,0,13,0,45,MFS,17,36,2,WHA,0,,77,62,"[{'link': '/awards/deneau.html#1973', 'name': None}]",4
0,1973-74,9,0,,0,0,0,11,0,38,MFS,17,37,4,WHA,4,,77,55,[],2
14.5,1974-75,6,0,,0,117,0,13,-8,36,MFS,17,38,2,WHA,3,,78,53,[],1
14.1,1975-76,16,0,,0,64,0,8,4,24,TOT,9,39,1,WHA,1,,73,33,[],0
10.9,1975-76,14,0,,0,46,0,4,-3,14,MFS,5,39,0,WHA,1,,59,19,[],0
22.2,1975-76,2,0,,0,18,0,4,7,10,QBN,4,39,1,WHA,0,,14,14,[],0
