assists,team,goals,year,games_played,points,pim,age,plus_minus,league
70,Trail Selects,65,1990-91,37,135,18,15,0,Minor-BC
5,Kamloops Blazers,4,1991-92,44,9,23,16,0,WHL
15,Kamloops Blazers,17,1992-93,68,32,50,17,0,WHL
31,Kamloops Blazers,23,1993-94,69,54,66,18,0,WHL
40,Kamloops Blazers,27,1994-95,66,67,78,19,0,WHL
3,Indianapolis Ice,2,1995-96,28,5,15,20,0,IHL
12,Indianapolis Ice,18,1996-97,80,30,100,21,0,IHL
16,Indianapolis Ice,19,1997-98,80,35,115,22,-20,IHL
13,Lowell Lock Monsters,5,1998-99,60,18,70,23,-1,AHL
9,Springfield Falcons,12,1999-00,61,21,77,24,-11,AHL
