assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1906-07,10,8,8,Winnipeg Strathconas,19,0,0,MHL-Pro
1,1907-08,8,13,12,2 Teams,20,17,0,MHL-Pro
0,1907-08,3,1,1,Winnipeg Maple Leafs,20,0,0,MHL-Pro
1,1907-08,5,12,11,Strathcona-Alberta,20,17,0,MHL-Pro
7,1908-09,9,24,17,Winnipeg Shamrocks,21,9,0,MHL-Pro
0,1909-10,3,7,7,Montreal Shamrocks,22,5,0,CHA
0,1909-10,12,14,14,Montreal Shamrocks,22,19,0,NHA
0,1910-11,9,13,13,Quebec Bulldogs,23,25,0,NHA
0,1911-12,16,24,24,Victoria Aristocrats,24,25,0,PCHA
0,1911-12,3,6,6,PCHA All-Stars,24,3,0,Exhib.
5,1912-13,15,29,24,Victoria Aristocrats,25,36,0,PCHA
0,1912-13,3,3,3,Victoria Aristocrats,25,8,0,Exhib.
4,1913-14,16,28,24,Victoria Aristocrats,26,34,0,PCHA
10,1914-15,17,27,17,Victoria Aristocrats,27,22,0,PCHA
0,1914-15,2,0,0,PCHA All-Stars,27,0,0,Exhib.
3,1915-16,18,17,14,Portland Rosebuds,28,45,0,PCHA
2,1915-16,3,5,3,PCHA All-Stars,28,0,0,Exhib.
4,1916-17,24,26,22,Portland Rosebuds,29,141,0,PCHA
6,1917-18,18,20,14,Portland Rosebuds,30,57,0,PCHA
4,1918-19,20,9,5,Victoria Aristocrats,31,28,0,PCHA
7,1919-20,22,33,26,Victoria Aristocrats,32,35,0,PCHA
11,1920-21,24,20,9,Victoria Aristocrats,33,18,0,PCHA
6,1921-22,24,19,13,Victoria Cougars,34,37,0,PCHA
0,1922-23,27,2,2,Victoria Cougars,35,16,0,PCHA
1,1923-24,17,3,2,2 Teams,36,9,0,WCHL
0,1923-24,6,1,1,Saskatoon Crescents,36,4,0,WCHL
1,1923-24,11,2,1,Edmonton Eskimos,36,5,0,WCHL
