shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,6,0,3120,52,0,1957-58,0,32,3.35,OHA-Jr.,0,174,0,0,14,0,0,19,0,1,0,0,St. Catharines Teepees
0,0,0,0,60,1,0,1957-58,0,0,5.00,AHL,0,5,0,0,1,0,0,19,0,0,0,0,Buffalo Bisons
0,0,3,0,3180,53,0,1958-59,0,40,3.19,OHA-Jr.,0,169,0,0,10,0,0,20,0,1,0,0,St. Catharines Teepees
0,0,11,0,4140,69,0,1959-60,0,27,3.74,EPHL,0,258,0,0,31,0,0,21,0,1,0,0,Sault Ste. Marie Thunderbirds
0,0,3,0,1980,33,0,1960-61,0,16,3.48,EPHL,0,115,0,0,14,0,0,22,0,2,0,0,Sault Ste. Marie Thunderbirds
0,0,2,0,2400,40,0,1960-61,0,20,3.17,AHL,0,127,0,0,18,0,0,22,0,3,0,0,Buffalo Bisons
0,0,3,0,4170,69,0,1961-62,0,36,3.02,AHL,0,210,0,0,30,0,0,23,0,8,0,0,Buffalo Bisons
0,0,7,0,4020,67,0,1962-63,0,37,2.79,AHL,0,187,0,0,23,0,0,24,0,6,0,0,Buffalo Bisons
0,0,0,0,60,1,0,1963-64,0,0,5.00,CPHL,0,5,0,0,1,0,0,25,0,0,0,0,St. Louis Braves
0,0,0,0,450,7,0,1964-65,0,3,2.67,AHL,0,20,0,0,4,0,0,26,0,1,0,0,Buffalo Bisons
0,0,9,0,4200,70,0,1965-66,0,30,3.10,CPHL,0,217,0,0,31,0,0,27,0,6,0,0,St. Louis Braves
0,0,3,0,899,15,0,1968-69,0,8,2.74,CHL,0,41,0,0,4,0,0,30,0,1,0,0,Dallas Black Hawks
0,0,0,0,560,10,0,1972-73,0,0,4.39,CHL,0,41,0,0,0,0,0,34,0,0,0,0,Fort Worth Wings
0,0,6,0,2428,42,0,1973-74,0,21,3.24,AHL,0,131,0,0,13,0,0,35,0,1,0,0,Baltimore Clippers
