shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,1,0,480,8,0,1957-58,0,3,4.50,OHA-Jr.,0,36,0,0,4,0,0,19,0,0,0,0,St. Catharines Teepees
0,0,1,0,420,7,0,1958-59,0,2,2.57,OHA-Jr.,0,18,0,0,4,0,0,20,0,0,0,0,St. Catharines Teepees
0,0,0,0,300,5,0,1958-59,0,1,4.60,M-Cup,0,23,0,0,4,0,0,20,0,0,0,0,Peterborough Petes
0,0,0,0,264,4,0,1960-61,0,0,4.09,AHL,0,18,0,0,4,0,0,22,0,0,0,0,Buffalo Bisons
0,0,0,0,706,11,0,1961-62,0,6,1.70,AHL,0,20,0,0,5,0,0,23,0,2,0,0,Buffalo Bisons
0,0,0,0,802,13,0,1962-63,0,8,2.09,AHL,0,28,0,0,5,0,0,24,0,1,0,0,Buffalo Bisons
0,0,0,0,300,5,0,1965-66,0,1,3.60,CPHL,0,18,0,0,4,0,0,27,0,0,0,0,St. Louis Braves
0,0,0,0,252,4,0,1973-74,0,1,5.24,AHL,0,22,0,0,3,0,0,35,0,0,0,0,Baltimore Clippers
