shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,won,bad_start,team
0,0,0,0,20,1,0,1963-64,0,0,6.00,NHL,0,2,0,0,0,0,0,25,0,0,0,,0,CBH
0,0,0,0,80,2,0,1964-65,0,0,6.75,NHL,0,9,0,0,1,0,0,26,0,0,0,,0,CBH
0,0,0,0,184,4,0,1966-67,0,1,3.26,NHL,0,10,0,0,2,0,0,28,0,0,0,,0,CBH
0,0,0,0,662,11,0,1967-68,0,5,3.08,NHL,0,34,0,0,6,0,0,29,0,0,0,,0,CBH
