goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1981-82,34,661,0,0,0,0,0,0,Tesla Pardubice,0,0,0,3.09,17,Czech,0,0,12,0,0,0
0,0,0,1981-82,1,20,0,0,0,0,0,0,Czechoslovakia,0,0,0,3.00,17,EJC-A,0,0,5,0,0,0
0,0,0,1982-83,105,2358,0,0,0,0,0,0,Tesla Pardubice,0,0,0,2.67,18,Czech,0,0,42,0,0,0
0,0,0,1982-83,20,360,0,0,0,0,0,0,Czechoslovakia,0,0,0,3.33,18,WJC-A,0,0,6,0,0,0
0,0,0,1982-83,5,120,0,0,0,0,0,0,Czechoslovakia,1,0,0,2.50,18,WEC-A,0,0,2,0,1,1
0,0,0,1983-84,108,2304,0,0,0,0,0,0,Tesla Pardubice,0,0,0,2.81,19,Czech,0,0,40,0,0,0
0,0,0,1984-85,12,188,1,0,0,0,0,0,Czechoslovakia,0,0,0,3.83,20,Can-Cup,0,0,4,0,0,3
0,0,0,1984-85,131,2419,0,0,0,0,0,0,Tesla Pardubice,0,0,0,3.25,20,Czech,0,0,42,0,0,0
0,0,0,1984-85,10,380,2,0,0,0,0,0,Czechoslovakia,0,0,0,1.58,20,WJC-A,0,0,7,0,4,0
0,0,0,1985-86,138,2689,0,0,0,0,0,0,Tesla Pardubice,0,0,0,3.08,21,Czech,0,0,45,0,0,0
0,0,0,1985-86,19,538,1,0,0,0,0,0,Czechoslovakia,0,0,0,2.12,21,WEC-A,0,0,9,0,5,3
0,0,0,1986-87,103,2515,0,0,0,0,0,0,Tesla Pardubice,0,0,0,2.46,22,Czech,0,0,43,0,0,0
0,0,0,1986-87,19,520,2,0,0,0,0,0,Czechoslovakia,1,0,0,2.19,22,WEC-A,0,0,9,0,5,2
0,0,0,1987-88,20,360,1,0,0,0,0,0,Czechoslovakia,0,0,0,3.33,23,Can-Cup,0,0,6,0,2,3
0,0,0,1987-88,93,1862,0,0,0,0,0,0,Tesla Pardubice,0,0,0,3.00,23,Czech,0,0,31,0,0,0
0,0,0,1987-88,18,217,0,0,0,0,0,0,Czechoslovakia,1,0,0,4.98,23,Olympics,0,0,5,0,3,2
0,0,0,1988-89,114,2507,0,0,0,0,0,0,Tesla Pardubice,0,0,0,2.73,24,Czech,0,0,42,0,0,0
0,0,0,1988-89,21,600,2,0,0,0,0,0,Czechoslovakia,2,0,0,2.10,24,WEC-A,0,0,10,0,4,4
0,0,0,1989-90,80,2251,0,0,0,0,0,0,Dukla Jihlava,0,0,0,2.13,25,Czech,0,0,40,0,0,0
0,0,0,1989-90,20,480,0,0,0,0,0,0,Czechoslovakia,1,0,0,2.50,25,WEC-A,0,0,8,0,5,3
0,0,0,1990-91,80,1903,1,0,0,0,0,0,Indianapolis Ice,5,0,0,2.52,26,IHL,0,0,33,0,20,11
0,0,0,1991-92,18,300,0,0,0,0,0,0,Czechoslovakia,0,0,0,3.60,27,Can-Cup,0,0,5,0,1,4
0,0,0,1991-92,69,1162,3,0,0,0,0,0,Indianapolis Ice,1,0,0,3.56,27,IHL,0,0,20,0,7,10
0,0,0,1994-95,6,124,1,0,0,62,68,0,HC Pardubice,0,0,0,2.90,30,CzRep,.912,0,2,0,1,0
0,0,0,1997-98,6,369,0,0,0,0,0,0,Czech Republic,2,0,0,0.98,33,Olympics,0,0,6,0,5,1
0,0,0,2001-02,8,239,1,0,0,0,0,0,Czech Republic,0,0,0,2.01,37,Olympics,0,0,4,0,1,2
0,0,0,2005-06,0,9,0,0,0,0,0,0,Czech Republic,0,0,0,0.00,41,Olympics,0,0,1,0,0,0
0,0,0,2009-10,71,1882,0,16,0,838,909,1,HC Eaton Pardubice,2,0,0,2.26,45,CzRep,.922,0,33,1,23,10
0,0,0,2010-11,112,2711,3,2,0,1200,1312,0,Spartak Moscow,7,0,0,2.48,46,KHL,.915,0,46,0,23,19
