giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
10,NHL,16,0,21,3,22,5,2,47,0,178,MTL,4,70.0,[],0.0,0,2,-6,0,7,0,2009-10,13,11:09,0,16,0,2
5,NHL,27,0,22,19,44,30,5,70,0,241,MTL,8,40.6,[],6.7,2,3,5,2,13,0,2010-11,8,8:55,0,38,0,3
4,NHL,20,0,23,30,24,12,3,61,0,290,MTL,5,49.2,[],0.0,0,3,-7,0,29,0,2011-12,17,14:31,0,61,1,2
6,NHL,26,0,24,76,40,16,1,50,0,245,MTL,7,54.5,[],6.3,1,0,1,1,91,0,2012-13,15,9:25,0,67,0,0
7,NHL,52,1,25,191,80,51,6,88,0,504,MTL,10,50.8,[],3.9,2,4,-8,2,197,0,2013-14,37,9:41,0,50,0,4
8,NHL,34,1,26,58,71,45,12,108,0,399,PHI,8,52.8,[],13.3,6,6,4,6,65,0,2014-15,14,11:43,0,30,1,5
21,NHL,73,0,27,167,172,88,16,208,0,917,PHI,14,52.4,[],12.5,8,5,-9,11,184,0,2015-16,51,12:34,3,101,0,5
10,NHL,65,1,28,52,103,60,16,187,0,693,TOT,11,42.9,[],15.0,9,7,-16,9,39,0,2016-17,33,10:39,0,84,0,7
7,NHL,46,1,28,46,71,43,13,138,0,504,ARI,10,43.2,[],16.3,7,6,-8,7,35,0,2016-17,26,10:57,0,70,0,6
3,NHL,19,0,28,6,32,17,3,49,0,189,MIN,1,40.0,[],11.8,2,1,-8,2,4,0,2016-17,7,9:57,0,14,0,1
