year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1937-38,17,11,5,5,0,S-SJHL,7,Moose Jaw Canucks,16
1938-39,18,8,2,2,0,S-SSHL,10,Moose Jaw Millers,10
1939-40,19,10,4,2,0,S-SSHL,8,Moose Jaw Millers,12
1939-40,19,1,0,0,0,Al-Cup,3,Moose Jaw Millers,1
1941-42,21,1,0,2,0,AHL,4,Springfield Indians,3
1942-43,22,1,2,2,0,TBSHL,3,Port Arthur Shipbuilders,3
1942-43,22,16,9,11,0,Al-Cup,13,Port Arthur Shipbuilders,27
1942-43,22,6,13,8,0,Al-Cup,8,Port Arthur Bearcats,14
1944-45,24,7,0,3,0,QSHL,5,Quebec Aces,10
1944-45,24,3,0,2,0,Al-Cup,3,Quebec Aces,5
1945-46,25,2,0,0,0,AHL,3,Hershey Bears,2
1948-49,28,0,0,2,0,AHL,8,Hershey Bears,2
1950-51,30,1,2,3,0,WCMHL,8,Calgary Stampeders,4
1952-53,32,4,0,8,0,OSHL,12,Kamloops Elks,12
1953-54,33,1,8,4,0,WIHL,9,Kimberley Dynamiters,5
1953-54,33,1,4,0,0,Al-Cup,5,Kimberley Dynamiters,1
1954-55,34,2,2,3,0,WIHL,8,Kimberley Dynamiters,5
1955-56,35,1,2,1,0,WIHL,5,Kimberley Dynamiters,2
