game_winning_goals,takeaways,plus_minus,shots,faceoff_loses,shorthanded_assists,games_played,assists,faceoff_wins,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,pim,league,shotsPercentage,power_play_assists,hits,faceoff_percentage,blocks,age,total_shots,average_ice_time,awards,points,giveaways,even_strength_goals,total_ice_time,team
0,6,-1,12,3,0,22,2,1,2013-14,2,0,1,0,0,NHL,8.3,0,23,25.0,4,22,20,8:03,[],3,3,1,177,TOR
0,3,-4,7,0,0,9,0,0,2014-15,0,0,0,0,2,NHL,0.0,0,8,0,7,23,9,9:44,[],0,0,0,88,BUF
