shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1981-82,29,8,,0,17,0,0,6,8,BOS,0,21,0,NHL,0,,25,8,[],0
0.0,1982-83,99,9,,0,45,1,0,10,10,BOS,0,22,0,NHL,0,,70,10,[],0
4.8,1983-84,125,12,,0,62,0,3,-5,12,BOS,3,23,0,NHL,0,,69,15,[],0
3.4,1984-85,56,18,,1,58,0,1,-12,19,PIT,2,24,1,NHL,0,,45,21,[],1
0.0,1985-86,53,3,,0,22,0,0,-3,3,PIT,0,25,0,NHL,0,,28,3,[],0
7.8,1986-87,97,7,,1,51,0,4,12,8,PIT,4,26,0,NHL,0,,55,12,[],0
2.3,1987-88,144,8,,1,44,3,1,-6,12,PIT,1,27,0,NHL,0,,55,13,[],0
2.7,1988-89,141,20,,3,37,0,0,-4,23,PIT,1,28,0,NHL,1,,68,24,[],0
6.7,1989-90,71,11,,0,45,1,3,11,12,PIT,3,29,1,NHL,0,,61,15,[],0
14.3,1990-91,32,2,,0,14,0,2,-3,2,PIT,2,30,0,NHL,0,,31,4,[],0
0.0,1991-92,59,1,,0,23,0,0,-17,1,TOT,0,31,0,NHL,0,,36,1,[],0
0.0,1991-92,11,0,,0,5,0,0,-3,0,NYI,0,31,0,NHL,0,,8,0,[],0
0.0,1991-92,48,1,,0,18,0,0,-14,1,BUF,0,31,0,NHL,0,,28,1,[],0
