pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,Sault Ste. Marie Greyhounds,12,0,14,OHL,16,1982-83,18,2
16,Sault Ste. Marie Greyhounds,20,0,23,OHL,16,1983-84,19,3
25,Sault Ste. Marie Greyhounds,21,0,28,OHL,16,1984-85,20,7
10,Sault Ste. Marie Greyhounds,6,0,8,M-Cup,3,1984-85,20,2
0,Fort Wayne Komets,4,0,8,IHL,6,1987-88,23,4
18,Baltimore Skipjacks,11,0,11,AHL,12,1989-90,25,0
6,Baltimore Skipjacks,4,0,5,AHL,6,1990-91,26,1
10,Klagenfurter AC,4,0,5,Austria,7,1994-95,30,1
0,HC Geneve-Servette,1,0,1,Swiss-2,3,1995-96,31,0
22,Ilves Tampere,1,0,1,Finland,8,1996-97,32,0
0,Adler Mannheim,0,0,1,Germany,3,1997-98,33,1
8,South Carolina Stingrays,2,0,2,ECHL,3,1998-99,34,0
30,New Mexico Scorpions,8,0,8,WPHL,15,1999-00,35,0
12,Topeka ScareCrows,0,0,0,CHL,4,2000-01,36,0
6,Bakersfield Condors,0,0,0,WCHL,4,2001-02,37,0
