assists,team,goals,year,games_played,points,pim,age,plus_minus,league
49,Dukla Trencin Jr.,42,1995-96,53,91,26,17,0,Slovak-Jr.
3,Slovakia,1,1995-96,5,4,6,17,0,EJC-A
19,Dukla Trencin,25,1996-97,46,44,33,18,0,Slovakia
2,Slovakia,5,1996-97,6,7,2,18,0,WJC-A
2,Slovakia,0,1996-97,8,2,0,18,0,WC-A
0,Slovakia,3,1996-97,2,3,0,18,0,EJC-A
40,Portland Winter Hawks,45,1997-98,53,85,50,19,41,WHL
4,Slovakia,4,1997-98,6,8,12,19,0,WJC-A
2,Slovakia,5,1998-99,6,7,8,20,0,WC-A
2,Slovakia,1,2000-01,6,3,2,22,1,WC-A
4,Dukla Trencin,3,2001-02,8,7,16,23,0,Slovakia
2,Slovakia,4,2001-02,2,6,0,23,5,Olympics
5,Slovakia,2,2003-04,9,7,2,25,5,WC-A
0,Slovakia,1,2004-05,4,1,2,26,-2,W-Cup
20,Dukla Trencin,22,2004-05,25,42,38,26,0,Slovakia
14,Mora IK,18,2004-05,24,32,22,26,0,Sweden
3,Slovakia,4,2004-05,7,7,6,26,4,WC-A
5,Slovakia,5,2005-06,6,10,4,27,9,Olympics
6,Slovakia,1,2005-06,5,7,0,27,2,WC-A
4,Slovakia,2,2006-07,6,6,6,28,0,WC-A
6,Slovakia,3,2009-10,7,9,6,31,0,Olympics
1,Slovakia,1,2010-11,5,2,2,32,-1,WC-A
1,Slovakia (all),2,2013-14,4,3,4,35,0,Internationa
1,Slovakia,2,2013-14,4,3,4,35,0,Olympics
0,Team Europe,1,2016-17,6,1,4,38,-2,WCup
