giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,24,0,22,0,0,22,3,0,1,329,PHI,0,0,[],9.1,2,1,9,2,0,0,2002-03,0,13:42,0,27,0,0
0,NHL,46,1,23,0,0,61,17,0,5,870,TOT,0,0,[],8.2,3,12,-11,5,0,1,2003-04,0,18:55,1,83,0,7
0,NHL,23,1,23,0,0,24,5,0,0,363,PHI,0,0,[],12.5,3,2,-5,3,0,0,2003-04,0,15:47,0,25,0,2
0,NHL,23,0,23,0,0,37,12,0,5,507,CHI,0,0,[],5.4,0,10,-6,2,0,1,2003-04,0,22:03,1,58,0,5
0,NHL,76,1,25,0,0,93,24,0,0,1655,CHI,0,0,[],6.5,4,18,-2,6,0,0,2005-06,0,21:47,2,116,0,18
0,NHL,46,0,26,0,0,50,7,0,1,820,CHI,0,0,[],2.0,1,6,-3,1,0,0,2006-07,0,17:50,0,53,0,5
37,NHL,75,0,27,0,155,72,17,124,1,1473,TOT,20,0,[],4.2,1,14,6,3,0,0,2007-08,67,19:38,2,110,3,10
11,NHL,26,0,27,0,52,23,9,48,1,510,CHI,5,0,[],8.7,1,7,3,2,0,0,2007-08,19,19:37,1,44,2,4
13,NHL,28,0,27,0,56,26,6,42,0,548,PHI,6,0,[],3.8,0,5,-1,1,0,0,2007-08,32,19:34,1,27,1,4
13,NHL,21,0,27,0,47,23,2,34,0,414,CGY,9,0,[],0.0,0,2,4,0,0,0,2007-08,16,19:44,0,39,0,2
33,NHL,45,0,28,0,85,31,7,85,0,721,CGY,14,0,[],3.2,1,6,1,1,0,0,2008-09,28,16:01,0,108,0,6
21,NHL,62,1,29,0,145,64,12,158,0,1096,PHX,14,0,[],6.3,4,8,3,4,0,0,2009-10,54,17:41,0,60,0,8
47,NHL,62,0,30,0,141,57,14,122,2,1128,EDM,27,0,[],3.5,2,12,-15,2,0,0,2010-11,78,18:12,0,74,1,9
7,NHL,25,0,31,0,41,19,4,14,0,260,SJS,6,0,[],5.3,1,3,3,1,0,0,2011-12,10,10:25,0,33,0,3
