assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Hermes Kokkola,1,1996-97,3,1,0,22,0,Finland-2
3,Hermes Kokkola,3,1997-98,3,6,0,23,0,Finland-2
4,HPK Hameenlinna,1,1998-99,8,5,12,24,0,Finland
2,HPK Hameenlinna,4,1999-00,8,6,12,25,0,Finland
0,Jokerit Helsinki,1,2000-01,5,1,4,26,0,Finland
2,Jokerit Helsinki,4,2002-03,10,6,0,28,0,Finland
4,HC Fribourg-Gotteron,2,2003-04,4,6,6,29,0,Swiss
6,HC Fribourg-Gotteron,5,2004-05,8,11,6,30,0,Swiss
7,HC Lugano,7,2005-06,17,14,6,31,0,Swiss
4,HC Lugano,1,2006-07,6,5,0,32,0,Swiss
8,Ak Bars Kazan,2,2007-08,10,10,33,33,0,Russia
2,Ak Bars Kazan,9,2008-09,21,11,8,34,0,KHL
2,Jokerit Helsinki,0,2009-10,3,2,4,35,0,Finland
4,Jokerit Helsinki,2,2010-11,7,6,2,36,0,Finland
1,KalPa Kuopio,1,2011-12,6,2,25,37,0,Finland
1,KalPa Kuopio,0,2012-13,5,1,6,38,0,Finland
