goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0,0,WHA,12,CNS,641,20,0,127,0,55,0,-11.80,0,0,0,0,0,0,0,.854,1975-76,377,5.15,2,[],322
0,0,WHA,52,CNS,2817,21,0,105,0,175,0,-7.83,0,2,0,0,0,0,0,.878,1976-77,1437,3.73,2,[],1262
0,0,WHA,13,CNS,647,22,0,117,1,50,0,-7.16,0,0,0,1,0,0,0,.855,1977-78,345,4.64,4,[],295
