goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.4,0,NHL,4,BUF,184,21,2,0,0,11,0,0,0,0,1,0,0,0,0,0,1976-77,0,3.59,0,[],0
1.8,0,NHL,11,BUF,480,22,2,0,1,20,0,0,0,0,6,1,0,0,0,0,1977-78,0,2.50,0,[],0
3.8,0,NHL,29,BUF,1610,23,10,0,0,100,0,0,7,0,10,0,0,0,0,0,1978-79,0,3.73,2,[],0
7.9,0,NHL,32,BUF,1880,24,8,0,4,74,0,0,4,4,20,4,0,0,0,0,1979-80,0,0,2,"[{'link': '/awards/voting-1980.html#AS', 'name': 'AS-5'}, {'link': '/awards/vezina.html#1980', 'name': None}]",0
7.3,0,NHL,35,BUF,2100,25,10,0,1,111,0,0,9,2,16,1,0,0,0,0,1980-81,0,3.17,0,[],0
8.9,0,NHL,55,TOT,3125,26,26,0,0,200,0,0,9,0,17,0,0,0,0,0,1981-82,0,3.84,2,[],0
3.1,0,NHL,14,BUF,760,26,1,0,0,35,0,0,5,0,6,0,0,0,0,0,1981-82,0,2.76,2,[],0
5.8,0,NHL,41,DET,2365,26,25,0,0,165,0,0,4,0,11,0,0,0,0,0,1981-82,0,4.19,0,[],0
9.8,0,NHL,54,BUF,3110,27,20,0,1,179,0,0,7,1,25,1,0,0,0,0,1982-83,0,3.45,8,"[{'link': '/awards/voting-1983.html#AS', 'name': 'AS-12'}]",0
5.2,0,NHL,40,BUF,2375,28,13,104,0,138,0,-5.16,4,0,22,0,0,0,0,.869,1983-84,1050,3.49,2,"[{'link': '/awards/voting-1984.html#AS', 'name': 'AS-12'}]",912
2.3,0,NHL,27,BUF,1564,29,10,115,1,84,0,-11.13,3,0,13,1,0,0,0,.855,1984-85,581,3.22,4,"[{'link': '/awards/jennings.html#1985', 'name': None}]",497
7.4,0,NHL,38,CBH,2099,30,13,91,1,138,0,14.12,2,0,19,1,0,0,0,.886,1985-86,1210,3.94,27,[],1072
9.8,0,NHL,46,CHI,2660,31,19,89,4,159,0,20.58,5,1,19,4,0,0,0,.894,1986-87,1497,3.59,6,[],1338
3.8,0,NHL,34,NJD,1804,32,16,108,1,107,0,-8.10,3,0,10,1,0,0,0,.870,1987-88,823,3.56,4,[],716
0.6,0,NHL,15,NJD,720,33,5,139,0,56,0,-15.84,1,0,4,0,0,0,0,.832,1988-89,333,4.67,0,[],277
