average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
14:48,251,45,2,0,24,NHL,20,13,27,22,10,158,40.3,20,40,1,0,11,36,2008-09,FLA,21,46,24,35,13.3,1170,79,"[{'link': '/awards/voting-2009.html#calder', 'name': 'Calder-10'}]"
17:29,369,43,1,0,32,NHL,21,17,13,43,-4,219,37.1,16,22,5,0,5,41,2009-10,FLA,21,72,22,30,9.6,1433,82,[]
15:36,409,38,1,0,37,NHL,22,22,48,30,2,251,40.3,10,71,1,0,5,49,2010-11,TOT,11,52,27,16,4.4,1247,80,[]
16:02,272,29,1,0,23,NHL,22,16,5,16,2,158,41.7,7,7,1,0,5,28,2010-11,FLA,8,31,21,9,5.1,834,52,[]
14:46,137,9,0,0,14,NHL,22,6,43,14,0,93,40.2,3,64,0,0,0,21,2010-11,CHI,3,21,6,7,3.2,414,28,[]
12:52,224,15,0,0,32,NHL,23,9,16,22,-10,117,33.3,5,32,0,1,0,41,2011-12,CHI,5,56,10,6,4.3,811,63,[]
12:31,160,10,1,0,23,NHL,24,7,15,8,5,98,37.5,3,25,0,0,0,42,2012-13,CHI,3,32,7,6,3.1,563,45,"[{'link': '/awards/voting-2013.html#selke', 'name': 'Selke-25'}]"
16:40,344,42,2,0,51,NHL,25,25,43,12,8,189,63.2,14,25,1,1,1,53,2013-14,WPG,15,41,27,24,7.9,1351,81,[]
17:30,374,42,4,3,42,NHL,26,19,14,18,4,206,34.1,13,27,3,0,4,58,2014-15,WPG,19,63,23,35,9.2,1435,82,[]
15:49,269,32,4,2,44,NHL,27,14,5,24,1,155,50.0,13,5,0,2,1,27,2015-16,CGY,15,49,17,21,9.7,1012,64,[]
17:05,352,44,1,2,48,NHL,28,21,13,58,13,202,44.8,12,16,3,1,5,45,2016-17,CGY,17,60,27,38,8.4,1401,0,[]
