bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,2.46,0,78,NHL,0,24,0,73,0,0,0,0,5,.936,2001-02,WSH,1,0.7,0,0,1,2,122
0,0,[],0,2.79,-1.16,426,NHL,0,25,0,386,0,0,0,103,40,.906,2002-03,WSH,7,2.5,0,1,5,17,859
0,0,[],0,3.41,0,168,NHL,0,26,0,147,0,0,0,0,21,.875,2003-04,WSH,6,0.3,0,0,0,7,369
