assists,year,games_played,points,goals,team,age,pim,plus_minus,league
28,1980-81,40,43,15,St. Michael\'s Buzzers,17,167,0,ON-Jr.B
10,1981-82,26,20,10,University of Denver,18,70,0,WCHA
13,1982-83,36,29,16,University of Denver,19,108,0,WCHA
11,1983-84,52,16,5,Canada,20,2,0,Nat-Tm
0,1983-84,7,0,0,Canada,20,8,0,Olympics
8,1984-85,25,23,15,Binghamton Whalers,21,41,0,AHL
2,1984-85,10,5,3,Canada,21,10,0,WEC-A
0,1986-87,2,1,1,NHL All-Stars,23,0,0,RV-87
2,1986-87,9,6,4,Canada,23,20,0,WEC-A
2,1987-88,3,3,1,Canada,24,0,0,Can-Cup
7,1988-89,10,10,3,Canada,25,12,0,WEC-A
2,1992-93,8,3,1,Canada,29,8,0,WC-A
4,1994-95,17,10,6,Houston Aeros,31,42,0,IHL
