year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1972-73,18,4,104,10,0,OHA-Jr.,62,London Knights,14
1973-74,19,7,80,33,0,OHA-Jr.,61,Ottawa 67\'s,40
1974-75,20,2,91,16,0,CHL,52,Salt Lake Golden Eagles,18
1975-76,21,11,77,15,0,CHL,59,Salt Lake Golden Eagles,26
1976-77,22,3,71,21,0,CHL,55,Salt Lake Golden Eagles,24
1977-78,23,1,30,8,0,IHL,9,Grand Rapids Owls,9
1977-78,23,1,62,15,0,AHL,52,2 Teams,16
1977-78,23,1,39,6,0,AHL,31,Binghamton Dusters,7
1977-78,23,0,23,9,0,AHL,21,Springfield Indians,9
1978-79,24,14,62,31,0,AHL,70,Binghamton Dusters,45
1979-80,25,4,58,34,0,AHL,68,Syracuse Firebirds,38
1980-81,26,2,56,24,0,AHL,51,Springfield Indians,26
1981-82,27,3,52,20,0,AHL,57,New Haven Nighthawks,23
1982-83,28,1,18,8,0,IHL,26,Saginaw Gears,9
1983-84,29,2,54,23,0,AHL,77,New Haven Nighthawks,25
1985-86,31,0,8,2,0,AHL,8,New Haven Nighthawks,2
