year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1991-92,16,30,0,25,0,High-MA,24,Barnstable High School,55
1992-93,17,25,0,25,0,High-MA,28,Tabor Academy Seawolves,50
1993-94,18,46,0,36,0,High-MA,25,Cushing Academy Penguins,82
1994-95,19,15,32,9,0,H-East,33,U. of New Hampshire,24
1995-96,20,26,66,12,0,H-East,34,U. of New Hampshire,38
1996-97,21,29,80,22,0,H-East,39,U. of New Hampshire,51
1997-98,22,22,77,9,5,IHL,76,Orlando Solar Bears,31
1998-99,23,31,83,27,13,AHL,75,Providence Bruins,58
1999-00,24,6,37,6,-14,AHL,40,Providence Bruins,12
2000-01,25,20,100,23,-16,AHL,62,Providence Bruins,43
2001-02,26,11,48,25,19,AHL,54,Worcester IceCats,36
2002-03,27,17,40,16,7,AHL,39,Worcester IceCats,33
2004-05,29,11,32,11,-7,AHL,53,Norfolk Admirals,22
2005-06,30,10,46,16,-1,AHL,38,Providence Bruins,26
2006-07,31,13,129,17,0,Germany,48,Hannover Scorpions,30
2007-08,32,6,56,8,0,Germany,41,Hannover Scorpions,14
2008-09,33,3,34,3,0,Germany,21,ERC Ingolstadt,6
