even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
1,1,BUF,2,2,22,0,,NHL,0,6,,1994-95,4,33.3,,1,3,-3
1,5,BUF,2,8,24,0,,NHL,1,20,,1996-97,12,10.0,,0,7,-3
2,7,BUF,4,18,25,0,,NHL,1,24,,1997-98,15,16.7,,1,11,-2
2,5,BUF,3,33,26,0,333,NHL,0,32,15:50,1998-99,21,9.4,,1,8,1
