assists,team,goals,year,games_played,points,pim,age,plus_minus,league
65,Padua Franciscan High,73,1988-89,35,138,0,16,0,High-OH
37,Detroit Compuware Ambassadors,36,1989-90,44,73,0,17,0,NAHL
41,Detroit Compuware Ambassadors,45,1990-91,37,86,16,18,0,NAHL
8,Bowling Green University,14,1991-92,30,22,36,19,0,CCHA
1,United States,1,1991-92,7,2,2,19,0,WJC-A
26,Bowling Green University,31,1992-93,41,57,44,20,0,CCHA
15,Bowling Green University,22,1993-94,38,37,24,21,0,CCHA
33,Bowling Green University,35,1994-95,38,68,42,22,0,CCHA
11,Rochester Americans,10,1995-96,17,21,14,23,0,AHL
20,Springfield Falcons,6,2002-03,28,26,16,30,3,AHL
