year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2001-02,16,4,4,6,0,QAAA,42,C.C. Lemoyne Riverains,10
2002-03,17,8,6,15,0,QAAA,31,C.C. Lemoyne Riverains,23
2002-03,17,0,0,0,0,QMJHL,14,Drummondville Voltigeurs,0
2003-04,18,7,30,10,0,QMJHL,67,Drummondville Voltigeurs,17
2004-05,19,11,36,22,0,QMJHL,70,Drummondville Voltigeurs,33
2005-06,20,17,74,50,0,QMJHL,69,Drummondville Voltigeurs,67
2006-07,21,9,59,29,0,QMJHL,65,Drummondville Voltigeurs,38
2007-08,22,4,4,14,0,OUAA,28,U. of Quebec at Trois-Rivieres,18
2008-09,23,1,6,1,-4,AHL,7,Hamilton Bulldogs,2
2008-09,23,1,22,22,28,ECHL,41,Cincinnati Cyclones,23
2009-10,24,3,38,14,20,AHL,59,Hamilton Bulldogs,17
2010-11,25,5,34,18,16,AHL,76,Hamilton Bulldogs,23
2011-12,26,3,18,25,-3,AHL,58,Hamilton Bulldogs,28
2012-13,27,7,24,11,-2,AHL,63,Hamilton Bulldogs,18
2013-14,28,9,32,17,16,AHL,60,Springfield Falcons,26
2014-15,29,3,32,17,8,AHL,59,Springfield Falcons,20
