pim,team,assists,plus_minus,points,league,games_played,year,age,goals
18,Peterborough Petes,0,0,0,OHL,7,1984-85,17,0
30,Peterborough Petes,1,0,1,OHL,16,1985-86,18,0
37,Peterborough Petes,4,0,5,OHL,12,1986-87,19,1
16,Peterborough Petes,12,0,15,OHL,12,1987-88,20,3
44,Moncton Hawks,1,0,1,AHL,9,1990-91,23,0
16,Moncton Hawks,1,0,3,AHL,11,1991-92,24,2
41,Cincinnati Cyclones,1,0,1,IHL,8,1993-94,26,0
6,St. John\'s Maple Leafs,1,0,1,AHL,5,1998-99,31,0
16,Chicago Wolves,4,0,5,IHL,16,1999-00,32,1
24,Chicago Wolves,0,0,0,IHL,14,2000-01,33,0
53,Chicago Wolves,6,0,6,AHL,25,2001-02,34,0
31,Chicago Wolves,0,4,1,AHL,9,2002-03,35,1
