average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,1,0,0,NHL,22,0,2,0,12,1,0,0,0,1985-86,STL,1,0,[],8.3,,13
,16,0,0,NHL,23,13,91,2,51,3,0,0,0,1986-87,STL,3,13,[],5.9,,53
,12,1,0,NHL,24,7,49,-7,32,5,0,0,0,1987-88,STL,5,7,[],15.6,,41
,19,0,1,NHL,25,12,81,3,48,6,0,0,0,1988-89,STL,7,12,[],14.6,,53
,18,1,1,NHL,26,5,33,7,37,7,2,1,2,1989-90,TOT,10,8,[],27.0,,30
,0,0,0,NHL,26,0,0,0,1,0,0,0,0,1989-90,STL,0,0,[],0.0,,3
,18,1,1,NHL,26,5,33,7,36,7,2,1,2,1989-90,WIN,10,8,[],27.8,,27
,34,0,0,NHL,27,21,108,-1,70,6,1,1,5,1990-91,WIN,7,27,[],10.0,,70
,14,0,0,NHL,28,2,68,2,39,6,1,0,5,1991-92,WIN,7,7,[],17.9,,30
,21,1,0,NHL,29,12,70,-9,60,8,0,1,0,1992-93,PHI,8,13,[],13.3,,65
