age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,0.0,0,0,0,NHL,6,0,1997-98,0,3,0,,0,9,,BOS,0
19,,20.0,1,6,1,NHL,11,0,1998-99,2,15,3,219,2,4,,BOS,9
22,,14.3,2,4,0,NHL,6,0,2001-02,0,14,2,127,0,10,,BOS,6
23,,8.3,0,2,-5,NHL,5,0,2002-03,0,12,1,101,1,4,,BOS,3
24,,0.0,0,0,-6,NHL,7,0,2003-04,0,14,0,151,0,14,,BOS,0
26,,8.7,1,7,-4,NHL,11,0,2005-06,1,23,2,277,1,12,,SJS,9
27,,4.3,1,10,2,NHL,11,0,2006-07,0,23,1,242,0,10,,SJS,11
28,,6.9,1,8,3,NHL,13,0,2007-08,1,29,2,321,1,2,62,SJS,10
29,,5.9,0,4,-3,NHL,6,0,2008-09,0,17,1,115,1,5,28,SJS,5
30,,8.6,2,9,-11,NHL,15,0,2009-10,1,35,3,320,1,18,60,SJS,12
31,,6.3,3,14,-5,NHL,18,0,2010-11,2,48,3,401,0,16,81,SJS,17
32,,13.3,2,3,2,NHL,5,0,2011-12,0,15,2,109,0,2,24,SJS,5
33,,8.0,1,8,5,NHL,11,0,2012-13,0,25,2,223,1,2,50,SJS,10
34,,12.5,1,1,-6,NHL,7,0,2013-14,0,16,2,135,1,8,24,SJS,3
36,,8.8,2,18,2,NHL,0,0,2015-16,1,34,3,472,1,10,76,SJS,21
37,,0.0,0,2,-1,NHL,4,0,2016-17,0,4,0,75,0,0,10,SJS,2
