shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
0.0,0,2007-08,2,0,58,0,3,8,3,0,0,0,0,VAN,0,0,100.0,21,0,NHL,0,0,11:34,0,5,1,0,[],0
9.4,10,2008-09,37,14,688,1,12,125,64,0,6,5,15,VAN,6,18,16.7,22,1,NHL,0,20,12:31,25,55,2,21,[],0
13.4,8,2009-10,18,6,580,0,3,111,67,0,8,-5,6,VAN,9,20,42.9,23,3,NHL,1,11,12:20,48,47,6,15,[],0
8.0,11,2010-11,32,19,1206,1,16,185,113,0,9,13,20,VAN,9,42,42.1,24,2,NHL,0,26,14:43,149,82,8,29,[],0
11.7,17,2011-12,34,21,1222,2,23,230,137,0,15,18,23,VAN,16,39,41.4,25,1,NHL,1,24,14:54,118,82,12,39,[],0
10.1,28,2012-13,8,15,825,0,17,176,99,2,9,12,17,VAN,10,21,9.7,26,2,NHL,0,10,17:33,55,47,3,27,[],1
9.8,17,2013-14,43,8,1112,0,14,209,112,1,10,-9,9,VAN,11,28,41.4,27,3,NHL,1,22,15:40,99,71,12,20,[],0
11.0,4,2014-15,27,15,1132,2,15,248,145,0,15,-6,17,VAN,16,40,20.0,28,2,NHL,1,30,13:58,80,81,1,33,[],0
18.8,15,2015-16,32,16,1101,0,24,190,117,0,20,16,16,VAN,22,25,28.6,29,5,NHL,1,19,16:26,39,67,6,38,[],1
11.0,1,2016-17,34,12,690,0,14,132,73,0,8,2,12,TOT,8,21,0.0,30,1,NHL,0,15,16:03,43,43,0,20,[],0
10.7,0,2016-17,27,7,458,0,9,101,56,0,6,2,7,VAN,6,15,0,30,1,NHL,0,8,16:21,20,28,0,13,[],0
11.8,1,2016-17,7,5,233,0,5,31,17,0,2,0,5,SJS,2,6,0.0,30,0,NHL,0,7,15:30,23,15,0,7,[],0
