power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
1,5,5,1,NHL,2006-07,19,3,PIT,108,2,4,0,0,20,,,15.0,2
2,20,0,1,NHL,2007-08,20,6,PIT,414,0,12,7,0,59,99,,10.2,4
5,0,31,2,NHL,2008-09,21,0,PIT,499,16,14,9,0,79,118,SC,19.0,0
1,13,19,1,NHL,2009-10,22,6,PIT,306,13,6,6,0,41,74,,14.6,5
0,6,8,0,NHL,2011-12,24,3,PIT,124,5,9,-3,0,13,32,,23.1,3
2,14,15,0,NHL,2012-13,25,7,PIT,323,8,8,-3,0,59,95,,11.9,5
0,13,9,1,NHL,2013-14,26,1,PIT,277,8,4,-4,0,38,80,,2.6,1
0,5,4,0,NHL,2014-15,27,2,PIT,101,2,0,1,0,10,21,,20.0,2
3,0,19,3,NHL,2015-16,28,6,PIT,491,13,4,-2,0,69,130,SC,8.7,3
4,24,27,0,NHL,2016-17,29,8,PIT,466,0,10,4,0,63,110,SC,12.7,4
