pim,team,assists,plus_minus,points,league,games_played,year,age,goals
248,Trail Smoke Eaters,1,0,3,RIJHL,26,1993-94,18,2
152,2 Teams,2,0,2,OHL,36,1994-95,19,0
78,Sault Ste. Marie Greyhounds,1,0,1,OHL,14,1994-95,19,0
74,Kitchener Rangers,1,0,1,OHL,22,1994-95,19,0
78,Utica Blizzard,1,0,1,ColHL,15,1995-96,20,0
114,2 Teams,0,0,1,CHL,9,1995-96,20,1
60,2 Teams,1,0,1,ECHL,11,1995-96,20,0
20,Oklahoma City Blazers,0,0,0,CHL,3,1995-96,20,0
94,Tulsa Oilers,0,0,1,CHL,6,1995-96,20,1
22,Nashville Knights,0,0,0,ECHL,3,1995-96,20,0
38,Jacksonville Lizard Kings,1,0,1,ECHL,8,1995-96,20,0
321,Knoxville Cherokees,11,0,16,ECHL,50,1996-97,21,5
331,Johnstown Chiefs,1,0,2,ECHL,34,1997-98,22,1
129,Philadelphia Phantoms,2,0,3,AHL,14,1997-98,22,1
186,Kentucky Thoroughblades,0,0,1,AHL,31,1998-99,23,1
506,Kentucky Thoroughblades,3,-6,6,AHL,58,1999-00,24,3
250,Cleveland Lumberjacks,4,2,6,IHL,54,2000-01,25,2
40,New Haven Knights,0,1,1,UHL,4,2001-02,26,1
175,Cincinnati Mighty Ducks,0,-3,1,AHL,32,2001-02,26,1
346,Hartford Wolf Pack,1,-1,7,AHL,62,2002-03,27,6
48,Danbury Trashers,1,-3,1,UHL,7,2004-05,29,0
74,Phoenix RoadRunners,2,-3,3,ECHL,29,2005-06,30,1
104,Iowa Stars,1,1,1,AHL,10,2005-06,30,0
