league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,17,0,23,27,12,4,,CGY,[],14.8,3,8,3,4,0,1984-85,,1,30,0,4
NHL,79,2,24,147,59,10,,CGY,"[{'link': '/awards/voting-1986.html#calder', 'name': 'Calder-8'}]",17.0,16,34,23,25,0,1985-86,,9,188,0,24
NHL,68,1,25,127,50,11,,CGY,[],15.0,14,31,8,19,0,1986-87,,5,185,0,20
NHL,62,4,26,105,52,9,,CGY,"[{'link': '/awards/voting-1988.html#selke', 'name': 'Selke-15'}]",12.4,8,39,16,13,1,1987-88,,4,194,2,28
NHL,72,2,27,123,53,11,,CGY,"[{'link': '/awards/voting-1989.html#selke', 'name': 'Selke-11'}]",18.7,11,30,12,23,2,1988-89,,10,213,1,18
NHL,75,0,28,96,33,4,,CGY,"[{'link': '/awards/voting-1990.html#selke', 'name': 'Selke-21'}]",13.5,6,20,4,13,0,1989-90,,7,116,3,13
NHL,76,4,29,109,39,4,,CGY,"[{'link': '/awards/voting-1991.html#selke', 'name': 'Selke-13'}]",17.4,11,20,-4,19,1,1990-91,,7,183,0,16
NHL,78,3,30,105,34,2,,CGY,[],12.4,7,21,-10,13,1,1991-92,,5,161,1,18
NHL,75,4,31,115,52,10,,CGY,"[{'link': '/awards/voting-1993.html#selke', 'name': 'Selke-3'}]",16.5,12,33,2,19,1,1992-93,,6,150,0,23
NHL,81,1,32,108,23,1,,CGY,"[{'link': '/awards/voting-1994.html#selke', 'name': 'Selke-11'}]",10.2,7,12,-17,11,1,1993-94,,3,92,2,9
NHL,47,2,33,46,21,0,,CGY,"[{'link': '/awards/voting-1995.html#selke', 'name': 'Selke-3'}]",17.4,6,13,8,8,2,1994-95,,0,130,1,12
NHL,67,1,34,91,41,8,,PHI,"[{'link': '/awards/voting-1996.html#selke', 'name': 'Selke-7'}]",13.2,5,29,11,12,1,1995-96,,6,115,2,19
NHL,78,2,35,105,32,0,,PHI,"[{'link': '/awards/voting-1997.html#selke', 'name': 'Selke-5'}]",12.4,12,19,12,13,1,1996-97,,0,99,2,17
NHL,68,0,36,53,7,0,,PHI,[],5.7,3,4,-2,3,0,1997-98,,0,78,1,3
