assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1992-93,4,0,0,Cleveland Lumberjacks,22,12,0,IHL
7,1994-95,5,7,0,Johnstown Chiefs,24,20,0,ECHL
2,1995-96,10,3,1,Portland Pirates,25,8,0,AHL
1,1996-97,6,3,2,Newcastle Cobras,26,16,0,Britain
2,1997-98,6,2,0,Newcastle Cobras,27,6,0,Britain
