assists,year,games_played,points,goals,team,age,pim,plus_minus,league
12,2000-01,12,22,10,Great Falls Americans,17,0,0,NWJHL
1,2006-07,5,1,0,Albany River Rats,23,5,1,AHL
2,2007-08,7,2,0,Albany River Rats,24,0,0,AHL
