year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1956-57,16,18,37,16,0,OHA-Jr.,52,Barrie Flyers,34
1957-58,17,5,83,22,0,OHA-Jr.,50,Barrie Flyers,27
1958-59,18,9,132,25,0,OHA-Jr.,44,Barrie Flyers,34
1959-60,19,8,127,39,0,OHA-Jr.,48,Barrie Flyers,47
1959-60,19,0,2,1,0,EPHL,2,Kingston Frontenacs,1
1960-61,20,4,52,12,0,WHL,70,Portland Buckaroos,16
1961-62,21,7,65,15,0,WHL,70,Portland Buckaroos,22
1962-63,22,3,78,9,0,AHL,53,Hershey Bears,12
1963-64,23,2,103,16,0,AHL,71,Springfield Indians,18
1964-65,24,10,68,25,0,AHL,69,Springfield Indians,35
1965-66,25,5,94,27,0,AHL,71,Springfield Indians,32
1966-67,26,14,94,35,0,AHL,67,Springfield Indians,49
1967-68,27,1,2,5,0,AHL,6,Springfield Kings,6
